,country,lastpage,CShr1,CShr2,CSexpertise1,CSexpertise2,CSexpertise3,CSexpertise4,CSfinance1,CSfinance2[private_foundations],CSfinance2[donations],CSfinance2[national_public_funds],CSfinance2[corporate_sponsorship],CSfinance2[international_public_funds],CSfinance2[other],CSfinance2other,CSfinance3,CSfinance4,CSfoi1,CSfoi2,CSfoi3,CSfoi4,CSfoi5[not_aware],CSfoi5[not_covered],CSfoi5[too_time_consuming],CSfoi5[other],CSfoi5[dont_know],CSfoi5[prefer_not_to_say],CSfoi5other,CSpreselection,CScampact1[1],CScampact1[2],CScampact1[3],CScampact1[4],CScampact1[5],CScampact2[media_contributions],CScampact2[own_publications],CScampact2[petitions_open_letters],CScampact2[public_events],CScampact2[collaborations],CScampact2[demonstrations],CScampact2[social_media],CScampact2[advertising],CScampact2[volunteer_activities],CScampact2[providing_technical_tools],CScampact2[support_for_eu_campaigns],CScampact2[other],CScamptrans1,CScamptrans2,CScampimpact1[increased_awareness],CScampimpact1[policies_reflect_demands],CScampimpact1[created_media_attention],CScampimpact1[achieved_goals],CScampimpact2,CSadvocact1[1],CSadvocact1[2],CSadvocact1[3],CSadvocact1[4],CSadvocact1[5],CSadvocact2[research],CSadvocact2[consultations],CSadvocact2[briefings],CSadvocact2[expert_events],CSadvocact2[participation_in_fora],CSadvocact2[legal_opinions],CSadvocact2[informal_encounters],CSadvocact2[other],CSadvoctrans1,CSadvoctrans2,CSadvocimpact1[increased_awareness],CSadvocimpact1[policies_reflect_recommendations],CSadvocimpact1[more_informed_debates],CSadvocimpact1[achieved_goals],CSadvocimpact2,CSlitigateact1[1],CSlitigateact1[2],CSlitigateact1[3],CSlitigateact1[4],CSlitigateact2[initiating_lawsuit],CSlitigateact2[initiating_complaint],CSlitigateact2[supporting_existing_legislation],CSlitigateact2[other],CSlitigatecost1,CSlitigatecost2,CSlitigatecost3,CSlitigatetrans1,CSlitigatetrans2,CSlitigateimpact1[increased_awareness],CSlitigateimpact1[changed_the_law],CSlitigateimpact1[amendments_of_the_law],CSlitigateimpact1[revealed_new_information],CSlitigateimpact1[achieved_goals],CSlitigateimpact2,CSprotectops1[sectraining],CSprotectops1[e2e],CSprotectops2,CSprotectops3[encrypted_email],CSprotectops3[vpn],CSprotectops3[tor],CSprotectops3[e2e_chat],CSprotectops3[encrypted_hardware],CSprotectops3[2fa],CSprotectops3[other],CSprotectops3other,CSprotectops4,CSprotectleg1,CSprotectleg2,CSprotectleg2no,CSprotectleg3[free_counsel],CSprotectleg3[cost_insurance],CSprotectleg3[other],CSconstraintinter1,CSconstraintinter4[police_search],CSconstraintinter4[seizure],CSconstraintinter4[extortion],CSconstraintinter4[violent_threat],CSconstraintinter4[inspection_during_travel],CSconstraintinter4[detention],CSconstraintinter4[surveillance_signalling],CSconstraintinter4[online_harassment],CSconstraintinter4[entry_on_deny_lists],CSconstraintinter4[exclusion_from_events],CSconstraintinter4[public_defamation],CSconstraintinter5[unsolicited_information],CSconstraintinter5[invitations],CSconstraintinter5[other],CSconstraintinter6[gender],CSconstraintinter6[political],CSconstraintself1[avoid],CSconstraintself1[cancelled_campaign],CSconstraintself1[withdrew_litigation],CSconstraintself1[leave_profession],CSconstraintself1[other],CSconstraintself1other,CSattitude1,CSattitude2,CSattitude3[rule_of_law],CSattitude3[civil_liberties],CSattitude3[effectiveness_of_intel],CSattitude3[legitimacy_of_intel],CSattitude3[trust_in_intel],CSattitude3[critique_of_intel],CSattitude3[prefer_not_to_say],CSattitude4[1],CSattitude4[2],CSattitude4[3],CSattitude4[4],CSattitude4[5],CSattitude4[6],CSattitude5[1],CSattitude5[2],CSattitude5[3],CSattitude5[4],CSattitude5[5],CSattitude5[6],CSattitude6[1],CSattitude6[2],CSattitude6[3],CSattitude6[4],CSattitude6[5],CSattitude6[6],CSgender
CScampact1[3],1.0,0.0,1.0,1.0,1.0,0.0,0.8269127761648499,1.0,0.8269127761648499,0.8269127761648499,1.0,,0.0,,,,0.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8269127761648499,1.0,0.8269127761648499,0.8269127761648499,1.0,0.8269127761648499,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.8269127761648499,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.8269127761648499,1.0,,,0.8269127761648499,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0
CScampact1[4],0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CScampact1[5],0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CScampact2[media_contributions],0.0,0.0,0.7437483062892938,0.0,0.9271433124297831,0.13663899490302225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5982594463759489,0.6487390156585068,0.0,,,,,,0.0,0.36274761480394435,,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5768931045669816,0.0,0.8155295319360877,0.7741692217558269,0.39639111947949845,0.7492615744401928,0.0,0.3639966530944858,0.0,0.7509208614743234,0.5818513759616689,0.9155388798060146,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4572443673281072,1.0,0.0,0.0,0.0,0.4031445716887685,0.7509208614743234,0.0,0.770823679148499,,,0.6334964742920175,1.0,,1.0,0.7967058759443586,1.0,1.0,0.0,,,,,,,0.34433172698171466,0.0,0.0,0.0,0.0,,,,,0.0,0.19256307683772136,0.19256307683772136,0.19256307683772136,0.19256307683772136,,,0.0,0.0,0.14279241178294733,0.0,,1.0,,0.0,,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,0.0,0.8269127761648499,1.0,1.0,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,,0.0
CScampact2[own_publications],0.0,0.0,0.7716961226807713,0.0,0.0,0.5591844005100703,0.0,0.0,0.39449397661466196,0.8902112290192292,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.8570845132966541,0.0,1.0,0.10066092819466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.10066092819466,0.0,0.0,0.8570845132966541,0.0,,,0.0,0.0,,1.0,0.5071598417655476,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3103573255423388,0.0,,,,,0.1652310237152833,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
CScampact2[petitions_open_letters],0.4229540337968951,0.0,0.0,0.4229540337968953,0.0,0.0,0.4752735275581109,0.6722392716640033,1.0,0.7485796789847645,0.0,1.0,0.0,1.0,,,0.9132849095155148,0.748579678984765,1.0,,,,,,0.0,0.47525707236588655,,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,0.0,1.0,0.44161746624878817,0.8013993778484978,0.0,0.0,0.8757429899565399,0.9355722466632685,0.4262016265809094,0.0,1.0,1.0,0.7083232426218612,0.5319350498348105,0.26886830366456954,0.0,0.41784542102205413,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.24908383794453043,0.7861927635159005,0.3270815210796224,0.8250856348021157,0.6196069668117875,0.6472591692448072,0.4027611400772368,,,0.49355885394357724,0.3050676050895685,,1.0,0.5319350498348097,1.0,1.0,0.0,,,,,,,0.0,1.0,1.0,0.6469570798256155,1.0,,,,,0.4162288076288581,0.0,0.0,0.0,0.0,,,0.0,0.0,0.47525707236588605,0.0,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,1.0
CScampact2[public_events],0.6746492869307349,0.40584786419401314,0.39226700939979975,0.805070054422611,0.9630620277488735,0.0,0.857752998231226,0.6409614915151568,0.0,0.0,0.3103573255423388,0.0,0.1925630768377213,0.0,,,0.0,0.7481086232334974,0.2634202683206119,,,,,,1.0,1.0,,0.0,,,1.0,1.0,1.0,0.0,0.0,0.5768931045669816,0.0,0.44161746624878817,1.0,0.4416174662487865,0.0,0.4525547335857462,0.3751881490999195,0.21676929383735846,0.0,1.0,0.0,0.6746492869307343,0.7238792188723504,0.9685197910072184,0.6842033419139791,0.0,0.725173601237873,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4874985140513707,0.30238178658618936,0.43280586674840765,0.6881349398510229,0.0,0.4747307024936286,0.8784702766962685,0.15753903946370645,0.9718496352825261,,,0.0,0.4027611400772365,,1.0,0.0,0.2634202683206114,0.0,0.36274761480394413,,,,,,,0.6434266697119436,1.0,1.0,0.6217593181084785,1.0,,,,,0.16523102371528395,0.0,0.0,0.0,0.0,,,0.0,0.31035732554233963,0.0,0.4058478641940128,,0.30238178658618936,,0.4058478641940128,,1.0,1.0,,,,,0.8269127761648499,1.0,1.0,,,,0.8269127761648499,1.0,0.0,,,,0.0
CScampact2[collaborations],0.7180358254801309,1.0,0.0,0.4229540337968953,0.0,0.6472591692448072,0.815529531936087,1.0,0.48627345347551637,0.9740797711512553,0.0,1.0,1.0,1.0,,,0.26140829983197117,0.9740797711512553,0.0,,,,,,0.4418925641192665,0.4752570723658863,,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,0.0,0.8013993778484978,0.4416174662487865,1.0,0.7861927635159005,0.0,0.7260695997869899,0.0,0.8250856348021157,0.0,1.0,0.42295403379689583,0.6259612042071374,0.6259612042071375,0.0,0.7359186957083588,0.7080753192907889,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.24908383794453043,0.0,0.7018492856512727,0.42620162658090893,0.6196069668117875,0.0,0.68813493985103,,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.6217593181084785,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.31035732554233963,0.31035732554233963,0.0,1.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8269127761648499,1.0,1.0,0.0,0.0,,0.8269127761648499,0.0,1.0,0.0,0.0,,1.0
CScampact2[demonstrations],0.0,0.2729564622311137,0.8112510846542736,0.0,0.6099454014481792,0.7592560221444491,0.0,0.5319350498348102,0.0,0.0,0.0,0.0,0.0,0.0,,,0.9132849095155148,0.0,0.0,,,,,,0.0,0.2729564622311137,,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.8269127761648499,0.0,0.0,0.8155295319360877,0.0,0.0,0.0,0.7861927635159005,1.0,0.5821304038096369,0.0,0.8455274064054968,0.7018492856512727,0.7127484057658563,1.0,0.42295403379689583,0.47473070249362914,0.28797454028596053,0.4930116031091708,0.17587040700224488,0.7485796789847655,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.3050676050895685,0.0,0.0,0.0,0.3270815210796224,0.44161746624878817,,,0.6623497802917176,0.910772454386275,,1.0,0.3955364766720587,1.0,1.0,0.7856977343233137,,,,,,,0.8951798719978565,0.0,0.0,0.0,0.0,,,,,0.4162288076288577,1.0,1.0,1.0,1.0,,,0.0,0.7036475986672047,0.47525707236588566,0.272956462231113,,1.0,,0.272956462231113,,0.0,0.0,0.0,0.0,0.0,0.0,0.8269127761648499,1.0,1.0,0.0,0.0,,0.8269127761648499,0.0,1.0,0.0,0.0,,0.0
CScampact2[social_media],0.4525547335857462,0.0,0.9677096019517359,0.4525547335857462,0.7741692217558269,0.6883063173593629,0.0,0.0,0.0,0.0,0.3103573255423388,0.1925630768377213,0.0,0.1925630768377213,,,0.7707487266267969,0.712748405765856,0.0,,,,,,0.0,0.744868812418754,,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.7741692217558269,0.8570845132966541,0.0,0.4525547335857462,0.0,0.5821304038096369,1.0,0.0,0.4661414559014081,0.0,0.7787393868385144,0.0,0.4525547335857458,0.17587040700224488,0.3955364766720587,0.6499186101022263,0.474730702493629,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.5821304038096372,0.8315203396560945,0.5269653663255551,0.4525547335857458,0.0,0.1575390394637065,,,0.0,0.789229829205165,,1.0,0.3955364766720587,1.0,1.0,0.0,,,,,,,0.6883063173593638,0.0,0.0,0.0,0.0,,,,,0.4162288076288581,0.0,0.0,0.0,0.0,,,0.7036475986672047,0.0,0.0,0.0,,1.0,,0.0,,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,0.0,0.8269127761648499,1.0,1.0,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,,0.0
CScampact2[advertising],0.7040377263127663,0.0,0.0,0.0,0.0,0.0,0.0,0.5427888094720281,0.765975405640848,0.9740797711512553,0.0,1.0,0.0,1.0,,,0.26140829983197117,0.9740797711512553,0.0,,,,,,0.5591844005100702,0.877966623862576,,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.8269127761648499,0.0,0.0,0.39639111947949845,0.0,0.8757429899565399,0.3751881490999195,0.7260695997869899,0.0,0.0,1.0,0.7080753192907884,0.8255264720763233,0.0,1.0,0.5005649125323867,0.17587040700224563,0.6259612042071375,0.0,0.17587040700224563,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.43502585399940114,0.685396242664384,0.0,0.8255264720763233,0.36483127081161965,0.39639111947949873,0.0,0.5684500483156466,,,0.5427888094720281,0.0,,1.0,0.23927643489675254,0.0,1.0,0.0,,,,,,,0.8951798719978565,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.7036475986672047,0.7036475986672047,0.0,0.0,,0.43502585399940114,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,1.0
CScampact2[volunteer_activities],0.0,0.0,0.7670285111094414,0.0,0.5319350498348104,0.5735170091747909,0.0,0.0,0.4229540337968954,0.7080753192907884,0.0,0.0,0.0,0.0,,,0.9132849095155148,0.20285056418491446,0.0,,,,,,0.3511407045471121,0.3511407045471121,,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.7492615744401928,1.0,0.9355722466632685,0.21676929383735846,0.0,0.8455274064054968,0.4661414559014081,0.7080753192907884,1.0,0.6722392716640033,0.5442990342493689,1.0,0.7492615744401868,0.0,0.6722392716640028,0.46614145590140693,0.0,0.7289435171935398,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.7856977343233137,0.7289435171935394,0.0,0.4661414559014074,0.6722392716640028,0.8165103509825119,0.6722392716640028,,,1.0,0.8391631103621006,,1.0,1.0,1.0,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,0.4162288076288581,1.0,1.0,1.0,1.0,,,0.0,1.0,0.4650638764335375,0.0,,1.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0
CScampact2[providing_technical_tools],0.5427888094720281,0.744868812418754,0.0,0.5427888094720281,0.0,0.7833514415329621,0.0,0.6949867032269842,0.0,0.7481086232334977,0.0,1.0,0.0,1.0,,,0.26140829983197084,0.7481086232334974,0.0,,,,,,0.857084513296654,0.0,,0.0,0.0,,1.0,1.0,1.0,,,0.0,0.10066092819466,0.4262016265809094,0.0,0.8250856348021157,0.7018492856512727,0.0,0.8255264720763233,0.6722392716640033,1.0,0.4503986888607805,0.0,0.0,0.0,0.8206553215153282,0.47473070249362903,0.7238792188723504,0.6722392716640028,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.43502585399940114,0.0,0.39657175026464864,0.880123494094358,0.8801234940943582,0.4162288076288576,0.5799876520648268,0.4747307024936296,,,0.0,0.5018317888080696,,1.0,0.4375709147116296,0.2634202683206114,1.0,0.4572443673281074,,,,,,,0.5684500483156386,0.19256307683772136,0.19256307683772136,0.0,0.19256307683772136,,,,,0.9255675599033469,0.19256307683772136,0.19256307683772136,0.19256307683772136,0.19256307683772136,,,0.0,0.0,0.0,0.744868812418754,,0.43502585399940114,,0.744868812418754,,0.0,0.0,0.0,0.0,0.0,0.0,0.8269127761648499,1.0,1.0,0.0,0.0,,0.8269127761648499,0.0,1.0,0.0,0.0,,1.0
CScampact2[support_for_eu_campaigns],0.3639966530944859,0.0,0.8607868619056229,0.648739015658506,0.6259612042071373,0.3639966530944858,0.648739015658506,0.0,0.0,0.0,0.7036475986672047,0.0,0.0,0.0,,,0.5982594463759483,0.8607868619056227,0.1925630768377213,,,,,,1.0,1.0,,0.0,,,1.0,1.0,1.0,0.0,0.0,0.3639966530944858,0.0,0.0,1.0,0.0,0.7127484057658563,0.7787393868385144,0.0,0.5442990342493689,0.4503986888607805,1.0,0.0,0.13233790431205908,0.36399665309448587,0.7481086232334974,0.9740797711512553,0.0,0.8165103509825132,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.712748405765856,0.8255264720763237,0.7481086232334974,0.9284919358356942,0.7481086232334974,,,0.3639966530944857,0.748579678984765,,1.0,0.0,0.0,0.0,1.0,,,,,,,0.9643654050839517,1.0,1.0,0.5684500483156383,1.0,,,,,0.7509208614743234,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,,0.0,,0.0,,1.0,1.0,,,,,0.8269127761648499,1.0,1.0,,,,0.8269127761648499,1.0,0.0,,,,0.0
CScampact2[other],0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,,1.0,1.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,
CScamptrans1,0.0,0.0,0.0,0.0,0.8549366910830573,0.0,0.7660460108118679,0.8050700544226109,0.617177569062365,0.3639966530944857,0.0,0.0,0.0,0.0,,,0.4162288076288577,0.36399665309448587,0.0,,,,,,0.0,0.2032443875355815,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.7509208614743234,0.0,1.0,0.6746492869307343,0.42295403379689583,0.42295403379689583,0.4525547335857458,0.5005649125323867,0.7492615744401868,0.0,0.13233790431205908,1.0,1.0,0.0,0.0,0.0,0.5818513759616689,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25062831639595096,0.3023817865861897,0.0,0.0,0.0,0.5427888094720281,0.5017591130295252,0.4162288076288592,0.0,,,0.36376474298407013,0.4229540337968951,,1.0,0.796705875944358,1.0,1.0,0.0,,,,,,,0.0,0.19256307683772136,0.19256307683772136,0.0,0.19256307683772136,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.36274761480394485,0.0,,0.3023817865861897,,0.0,,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,0.0,0.8269127761648499,1.0,1.0,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,,0.0
CScamptrans2,0.0,0.0,0.0,0.8599674569835286,0.5818513759616689,0.8599674569835295,0.8599674569835286,0.0,0.5818513759616689,0.36399665309448587,0.0,1.0,0.1925630768377213,1.0,,,0.5982594463759486,0.3639966530944857,1.0,,,,,,0.0,0.37069593774986836,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.5818513759616689,0.0,0.7083232426218612,0.7238792188723504,0.6259612042071374,0.47473070249362914,0.17587040700224488,0.17587040700224563,0.0,0.0,0.36399665309448587,0.0,0.0,1.0,0.72387921887235,0.5579715675054201,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43280586674840765,0.0,0.0,0.772180774693147,0.17587040700224502,0.5579715675054199,0.72387921887235,0.3639966530944857,0.72387921887235,,,0.0,0.7083232426218622,,1.0,0.0,0.0,0.0,0.36274761480394413,,,,,,,0.0,0.0,0.0,0.9630620277488738,0.0,,,,,0.9255675599033469,0.0,0.0,0.0,0.0,,,0.0,0.31035732554233963,0.0,0.0,,0.0,,0.0,,1.0,1.0,,,,,0.0,1.0,1.0,,,,0.0,1.0,0.0,,,,0.0
CScampimpact1[increased_awareness],0.8206553215153282,0.2634202683206118,0.5187654653458139,0.9155388798060153,0.8050700544226108,0.7967058759443584,0.7967058759443584,0.0,0.0,0.3639966530944857,0.0,0.19256307683772106,0.19256307683772106,0.19256307683772106,,,0.0,1.0,0.0,,,,,,1.0,0.37069593774986836,,0.2634202683206119,,,1.0,1.0,1.0,0.0,0.0,0.9155388798060146,0.0,0.5319350498348105,0.9685197910072184,0.6259612042071375,0.28797454028596053,0.3955364766720587,0.6259612042071375,0.6722392716640028,0.8206553215153282,0.7481086232334974,0.0,0.0,0.72387921887235,1.0,0.6842033419139791,0.0,0.6722392716640028,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43280586674840715,0.0,0.4572443673281074,1.0,0.6259612042071375,0.6842033419139784,1.0,0.4503986888607805,1.0,,,0.0,0.6320481104909385,,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,1.0,0.39500773842958276,1.0,,,,,0.1652310237152833,0.19256307683772136,0.19256307683772136,0.19256307683772136,0.19256307683772136,,,0.0,0.42276921142636614,0.0,0.2634202683206114,,0.0,,0.2634202683206114,,1.0,1.0,,,,,0.8269127761648499,1.0,1.0,,,,0.8269127761648499,1.0,0.0,,,,0.0
CScampimpact1[policies_reflect_demands],0.6259612042071373,0.0,0.7127484057658563,1.0,0.17587040700224502,0.0,0.1323379043120585,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,1.0,0.8255264720763237,1.0,,,,,,1.0,0.6175804229861407,,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.26886830366456954,0.6842033419139791,0.0,0.4930116031091708,0.6499186101022263,0.0,0.46614145590140693,0.47473070249362903,0.9740797711512553,0.0,0.0,0.5579715675054201,0.6842033419139791,1.0,0.17587040700224596,0.8455274064054968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7735865942851354,0.0,1.0,1.0,0.4040261328626842,0.9476490817922436,0.6842033419139792,0.8883707750516661,0.6842033419139792,,,0.132337904312059,0.7955087339680083,,1.0,0.0,0.0,,0.4919416332669003,,,,,,,0.9253329016582649,1.0,1.0,1.0,1.0,,,,,0.8335905948817066,1.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,,0.0,,0.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.0,,,,0.0
CScampimpact1[created_media_attention],0.8050700544226108,1.0,0.0,0.5818513759616689,0.5818513759616689,0.0,0.8599674569835295,0.0,0.0,0.36399665309448587,0.3103573255423388,0.1925630768377213,1.0,0.1925630768377213,,,1.0,0.3639966530944857,0.1925630768377213,,,,,,0.3706959377498685,0.0,,0.0,0.0,,0.8269127761648499,0.8269127761648499,0.8269127761648499,0.0,0.0,0.0,0.0,0.0,0.0,0.7359186957083588,0.17587040700224488,0.474730702493629,0.17587040700224563,0.0,0.7238792188723504,0.0,1.0,0.5818513759616689,0.0,0.0,0.17587040700224596,1.0,0.772180774693147,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.17587040700224474,0.17587040700224502,0.0,0.0,0.0,,,0.5818513759616689,0.0,,1.0,0.8050700544226109,0.0,0.0,0.0,,,,,,,0.4919416332669002,0.0,0.0,0.0,0.0,,,,,0.1652310237152833,0.0,0.0,0.0,0.0,,,0.0,0.0,0.43280586674840765,1.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0
CScampimpact1[achieved_goals],0.0,1.0,0.20285056418491376,0.7492615744401879,0.0,0.4229540337968948,1.0,0.0,0.0,0.20285056418491376,0.0,1.0,1.0,1.0,,,0.9132849095155148,0.2028505641849155,1.0,,,,,,0.3511407045471121,1.0,,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.41784542102205413,0.725173601237873,0.7080753192907889,0.7485796789847655,0.0,0.0,0.7289435171935398,0.6722392716640028,0.8165103509825132,1.0,0.0,1.0,0.6722392716640028,0.8455274064054968,0.772180774693147,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4650638764335375,0.0,0.0,0.9693767966659946,0.0,0.46614145590140693,0.6722392716640033,0.8165103509825119,0.6722392716640033,,,0.0,0.8391631103621006,,1.0,0.21676929383735993,0.0,0.0,1.0,,,,,,,0.8951798719978565,0.0,0.0,0.7216650802109158,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0,0.7036475986672047,0.4650638764335375,1.0,,0.0,,1.0,,1.0,1.0,,,,,0.0,1.0,1.0,,,,0.0,1.0,0.0,,,,0.0
