,country,lastpage,MShr1,MShr2,MShr3[daily_newspaper],MShr3[weekly_newspaper],MShr3[magazine],MShr3[tv],MShr3[radio],MShr3[news_agency],MShr3[online_stand_alone],MShr3[online_of_offline],MShr4,MSexpertise1,MSexpertise2,MSexpertise3,MSexpertise4,MSfinance1,MSfinance2,MSfoi1,MSfoi2,MSfoi3,MSfoi4,MSfoi5[not_covered],MSfoi5[too_expensive],MSfoi5[too_time_consuming],MSfoi5[afraid_of_data_destruction],MSfoi5[other],MSfoi5other,MSapp1,MSapp2,MSsoc1,MSsoc2,MSsoc4,MSsoc5[follow_up_on_other_media],MSsoc5[statements_government],MSsoc5[oversight_reports],MSsoc5[leaks],MSsoc5[own_investigations],MSsoc5[dont_know],MSsoc5[other],MSsoc5other,MSsoc6[national_security_risks],MSsoc6[intelligence_success],MSsoc6[intelligence_misconduct],MSsoc6[oversight_interventions],MSsoc6[oversight_failures],MSsoc6[policy_debates_leg_reforms],MSsoc6[other],MSsoc6other,MStrans1,MStrans2,MStrans3,MSimpact1[above_avg_comments],MSimpact1[above_avg_shares],MSimpact1[above_avg_readers],MSimpact1[letters_to_the_editor],MSimpact1[follow_up_by_other_media],MSimpact1[other],MSimpact1other,MSimpact1[none_of_the_above],MSimpact1[dont_know],MSimpact2[diplomatic_pressure],MSimpact2[civic_action],MSimpact2[conversations_with_government],MSimpact2[official_inquiries],MSimpact2[government_statements],MSimpact2[conversations_with_intelligence],MSimpact2[dont_know],MSimpact2[prefer_not_to_say],MSimpact2[other],MSimpact2other,MSimpact2[none_of_the_above],MSprotectops1[sectraining],MSprotectops1[secure_drop],MSprotectops1[e2e],MSprotectops2,MSprotectops3[encrypted_email],MSprotectops3[vpn],MSprotectops3[tor],MSprotectops3[e2e_chat],MSprotectops3[encrypted_hardware],MSprotectops3[2fa],MSprotectops3[secure_drop],MSprotectops3[other],MSprotectops3other,MSprotectops4,MSprotectleg1,MSprotectleg2,MSprotectleg3[free_counsel],MSprotectleg3[cost_insurance],MSprotectleg3[other],MSprotectleg3other,MSprotectleg4[free_counsel],MSprotectleg4[cost_insurance],MSprotectleg4[other],MSprotectleg5,MSprotectrta1,MSprotectrta2,MSprotectrta3,MSprotectrta4,MSprotectrta5,MSprotectrta6,MSconstraintcen1,MSconstraintcen2,MSconstraintcen3,MSconstraintcen5,MSconstraintcen5spec,MSconstraintinter1,MSconstraintinter2,MSconstraintinter4[extortion],MSconstraintinter4[violent_threat],MSconstraintinter4[inspection_during_travel],MSconstraintinter4[surveillance_signalling],MSconstraintinter4[online_harassment],MSconstraintinter4[entry_on_deny_lists],MSconstraintinter4[exclusion_from_events],MSconstraintinter4[public_defamation],MSconstraintinter5[unsolicited_information],MSconstraintinter5[invitations],MSconstraintinter5[other],MSconstraintinter5other,MSconstraintinter6[political],MSconstraintinter6[religious],MSconstraintinter6[other],MSconstraintinter6other,MSconstraintself1[avoid],MSconstraintself1[change_focus],MSconstraintself1[change_timeline],MSconstraintself1[abandon],MSconstraintself1[leave_profession],MSconstraintself1[other],MSconstraintself1other,MSattitude1,MSattitude2,MSattitude3[rule_of_law],MSattitude3[civil_liberties],MSattitude3[effectiveness_of_intel],MSattitude3[legitimacy_of_intel],MSattitude3[trust_in_intel],MSattitude3[critique_of_intel],MSattitude3[prefer_not_to_say],MSattitude4[1],MSattitude4[2],MSattitude4[3],MSattitude4[4],MSattitude4[5],MSattitude4[6],MSattitude5[1],MSattitude5[2],MSattitude5[3],MSattitude5[4],MSattitude5[5],MSattitude5[6],MSattitude6[1],MSattitude6[2],MSattitude6[3],MSattitude6[4],MSattitude6[5],MSattitude6[6],MSgender
MSprotectops3[2fa],0.0,0.0,0.8776859166825204,0.27663385225385656,0.7072040097390867,0.5360423166335344,0.0,0.3018405658545183,0.0,0.0,0.6216832047532771,0.0,0.0,0.0,0.09107031390371649,0.39579044970922955,0.0,0.0,0.916544899227745,0.6411815997703612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3382873021209501,0.10259266313704589,0.0,0.0,0.2529934972285023,0.0,0.0,0.0,0.0,0.7469172692844134,0.6691019734975905,0.25284106595446026,1.0,0.24282916814763375,0.0,0.2606521098587102,0.0,0.0,0.5360423166335345,0.0,1.0,0.1976191739699267,0.774473474590802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2606521098587102,0.9359623069081253,0.0,0.0,0.0,0.33377952657111715,0.0,0.0,1.0,0.8552919427825066,0.23986612539499216,,0.0,0.6845598376362805,0.655370904244715,1.0,0.49472970535223953,0.7188375051377439,0.7920764561698043,0.8818659664550765,0.6796737646685367,0.8726286694496429,1.0,0.7797909565423846,0.0,0.0,0.5310280898599441,0.0,0.7087082511123015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7435607157261416,0.0,0.19256307683772106,0.6622861555253631,0.0,0.05445013129017608,0.7177277732148198,0.6415630260282319,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502286020474546,0.0,0.2621143627538226,0.0,1.0,0.0,0.11897032949524819,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.2683102805265381,0.0,0.0,0.15545116790256952,0.0,0.0,0.7052085192772809,0.0,0.0,0.24889463127176426,0.0,0.5238268659996468,0.5121056854353141,0.0,0.0,0.0,0.0,0.0,0.7469099468511335,0.2124457409949991,0.10820620476324476,0.0,0.0,0.0,0.47032141611949413,0.4375709147116292,0.0,0.4873211396435256
MSprotectops3[secure_drop],0.4963064137163189,0.0,0.633910950066823,0.0,0.0,0.24849279495967805,0.188214404139791,0.23912235641929774,0.0,0.0,0.36915794910438726,0.0,0.3707995568519608,0.0,0.0,0.0,0.0,0.3252194105068868,0.7694543830670312,0.7378307396814461,0.18219697392390843,0.0,0.4127770531993092,0.0,0.0,0.628604539690347,0.0,0.0,0.0,0.34704522660183246,0.7191864096455532,0.46668741748762027,0.4471999065614809,0.14521735316643924,0.0,0.0,0.4432241136900581,0.0,0.6748010374327795,0.0,0.08324317225484044,1.0,0.0,0.0,0.20426274685660015,0.0,0.0,0.03508329929060941,0.0,1.0,0.2463937854017787,0.546906541112074,0.0,0.0,0.34235898172694823,0.0,0.0,0.0,0.0,1.0,0.27441077551496357,0.49743868320411383,0.0,0.0,0.10718518306481457,0.1973437468962345,0.0,0.0,0.23912235641929774,0.5689733385265979,0.15666797369102303,,0.32368631425380456,0.7705768304581633,0.8489277223659688,1.0,0.4127599039784413,0.6304177095054312,0.5307905354700833,0.7050028243994035,0.7105469156491898,0.7389521232096652,0.7797909565423846,1.0,0.0,0.0,0.05097123971303915,0.552447868805419,0.5618692481552445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5392272907820007,0.0,0.5564280476709492,0.7829447848316455,0.33866165607673027,0.19183384098686304,0.34334812964786393,0.8389887974166523,1.0,0.9585723548651902,,0.22059073025240777,0.48681595911002157,0.0,0.0,0.0,0.0,0.5574438237361975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4455499251270846,0.0,0.6929775008486345,0.5426105969522423,0.6085997400006337,0.771046315169638,0.7691378452845161,0.8057679956493763,,0.2367053283226662,0.0,0.0,0.035083299290610374,0.0,0.1120027633780465,0.468494750601736,0.08835256931451943,0.0,0.0,0.0,0.3097195666157477,0.7279201031407867,0.7484539933658121,0.5892252350951289,0.0,0.0,0.6169391290857098,0.4631109976971669,0.0,0.0,0.0,0.0,0.6833115412935074,0.5573725065076013,0.0,0.24690071882338535,0.4833329993136735
MSprotectops3[other],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7689433868644476,,0.0,0.0,0.0,0.8115320686123293,0.5610192032499949,0.0,0.0,0.0,0.3648312708116209,0.25364843448837765,0.9255675599033469,0.0,0.0,0.0,,0.0,,0.7689433868644476,0.7689433868644476,0.0,0.23816506670932647,0.3484560672512432,0.8380718609980262,0.5152838468396896,0.5066975244845987,0.0,0.0,0.5066975244845986,0.28390503107524184,0.0,0.9442549789629945,1.0,0.28390503107524184,0.0,0.0,0.6629456235230059,0.0,0.0,0.6412459909740064,0.0,0.6801778779744692,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.6353870266937016,0.0,0.0,0.0,0.6412459909740064,0.0,0.0,0.6412459909740064,0.0,0.7284204081063228,0.0,,0.570705762790209,0.4404656365776963,0.28857290858005785,0.7284204081063228,0.35151053274687544,0.3082344942816839,0.8142428661938281,0.0,0.7394267814365882,0.11962467841261384,0.0,0.0,1.0,,0.6645092358493325,0.6446324961018562,0.8601534270131956,0.16299845302779306,0.0,1.0,,0.0,0.0,0.5438710037887607,0.5453679492584349,0.0,0.0,0.8269127761648499,0.25364843448837726,0.0,1.0,0.5976198954011229,0.5879636360648092,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.6498507025512552,0.0,,0.0,0.0,0.6876205597942175,,0.0,0.6498507025512552,0.43940239094168726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.46103542804016245,0.0,0.0,0.0,0.0,0.7970348310675831,0.0,0.0,,0.0,0.0,0.7966321428186843,0.5129477948571698,0.5761223952276662,0.0,0.08334190368879443,0.0,0.306729571212598,0.7570933725264287,0.9255675599033469,0.0,0.531220875493621,0.8857331706128798,0.0,0.9255675599033469,0.0,0.0,0.0
MSprotectops3other,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,
MSprotectops4,0.1679475342064838,0.0,0.8552671897886468,0.0,0.0,0.549095955306718,0.6045008943539334,0.7036475986672044,0.0,0.0,0.0,0.0,0.48004727117497303,0.5267813819487238,0.28037315162040677,0.6675601172109622,0.6148825789815724,0.14654586551145737,0.1904471897469755,0.0,0.0,0.0,0.6626641300733596,0.0,0.0,0.3444652594155575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4349616501570617,0.32712439810969063,0.0,0.28390503107524157,0.42715959653062313,0.3444652594155575,1.0,0.25775202286841115,1.0,0.0,0.08049425722546592,0.18495218284087186,0.0,0.0,0.7211106747548369,0.0,1.0,0.6123839693075068,0.6990702087545427,0.0,0.0,0.3997052838535246,0.0,0.0,0.0,0.6045008943539334,1.0,0.0,0.8848215019907025,0.0,0.3438200850776486,0.549095955306718,0.0,0.31239275563832236,0.0,0.6920353506228936,0.0,0.0,1.0,0.7211106747548373,0.0,0.0,0.0,0.0,0.0,0.6831630858128539,0.4994835345852484,0.09480711575588616,0.3690558278163956,0.5310280898599441,0.05097123971303915,0.6645092358493325,0.0,1.0,0.4393467656251761,0.4939142052090832,0.0,0.4774208922880617,0.6217593181084806,0.0,0.0,0.0,0.0,0.5917309201905686,0.5111322450480706,0.0,0.5705224148255472,0.0,0.0,0.0,0.8688587628805642,0.0,1.0,0.0,,0.0,0.0,0.0,0.13726148617269635,0.8200135379695984,0.5244565692820049,0.0,0.45950226025823937,0.8175697083865466,0.07794604698430825,0.0,0.0,0.5334934483477497,1.0,0.5744440687396987,1.0,0.7160814150000301,,0.0,0.13786905954500062,0.0,0.0,0.5464531186099402,0.0,,0.0,0.6385240644397278,0.718487914196548,0.0,0.5142309626552605,0.5779942539769716,0.0,0.21208010704652255,0.0,0.0,0.0,0.0,0.0,0.4877258169319001,0.0,0.6968114648793238,0.0,0.0,0.0,0.8400010848846218,0.0,0.7922091005061612,0.5595918877776568,0.3003749965821641,0.8400010848846222,0.3023817865861898,0.0,0.4235061790214138
MSprotectleg1,0.0,0.20260308336836827,0.4757966082065267,0.4129657191988845,0.0,0.1801328884184389,0.0,0.7281476125380335,0.9648700844578457,0.0,0.6934817299804508,0.9613837091278508,0.6362003656574637,0.41156204104828575,0.3808183078997208,0.39400476708170734,0.3147046027735903,0.0,0.0,0.0,0.0,0.2614082998319705,0.36399665309448576,0.0,0.0,0.5929247432269372,0.0,0.8422458823716888,0.8422458823716888,0.5294108338418834,0.0,0.29090434315325514,0.0,0.0,0.0,0.0,0.0,0.0,0.822809632159638,0.7977734910329154,0.29886335235742545,1.0,0.0,0.39160875707951626,0.0,0.0,0.4639756103988831,0.1801328884184389,0.0,1.0,0.4948677293911426,0.5645155964737018,0.0,0.07410227667055105,0.1633147084444526,0.0,0.40365095729624023,0.3449596440126373,0.0,1.0,0.21384926292375947,0.5712507471942794,0.0,0.469467113640448,0.0,0.6671322750780561,0.0,0.0,0.17378613143936206,0.0,0.0,1.0,0.5436336861462763,0.4876278561444744,0.4932026797125037,0.2920231623864938,0.0,0.4004335261695611,0.838652653123058,0.5688923790095992,0.42579394403195925,0.1621135194865757,0.0,0.552447868805419,0.6446324961018562,0.0,0.4393467656251761,1.0,0.0,0.0,0.0,0.0,0.0,0.2524293543502005,0.0,0.0,0.0,0.40474295139147953,0.0,0.0,0.2563654919224601,0.0,0.9184095546463332,0.3358848171897465,0.4820909497759079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150395622485638,0.8531950728846192,,0.0,0.0,0.0,0.0,0.9084367159677887,0.7074058008494879,0.7465925140186767,0.9393052999706164,0.9271109865839442,0.8020667581678296,0.0,0.23364828970497548,0.0,0.0,0.0,0.0,0.25680680820445073,0.0,0.0,0.0,0.12556458184431654,0.0,0.1726264729236372,0.6842367940402986,0.0,0.3773582759270343,0.0,0.0,0.04610210542449091,0.5901880527836684,0.16604931458803432,0.8467871601187934,0.0,0.0,0.0,0.8864417562309641,0.0,0.0,0.0
MSprotectleg2,0.0,0.2761174485144558,0.6519288881568475,0.0,0.0,0.0,0.0,0.1341249996865018,0.1341249996865018,0.0,0.6022264930278755,0.0,0.0,0.0,0.0,0.25879402750453206,0.0,0.3603384724110636,0.8673021515918509,0.28028411368434764,0.3250690424568402,0.0,0.4020470322728235,0.0,0.0,0.0,0.6691019734975902,0.0,0.0,0.08482636855414498,0.08259943469038193,0.0,0.0,0.0,0.44315924314234,0.0,0.5896589875912125,0.7995884725025416,0.0,0.5173668431150729,0.28557459814512803,1.0,0.23706861734654366,0.0,0.0,0.44315924314234,0.0,0.8167339762661027,0.42607456599964433,1.0,0.25027293714833077,0.5872273024104161,0.20084697406475938,0.10468845090196043,0.0,0.0,0.0,0.3804861741336736,0.0,1.0,0.3171471253004426,0.8315459667993781,0.0,0.0,0.0,0.1311834529193952,0.0,0.0,0.6253806379911024,0.4061217115304559,0.0,1.0,0.0,0.32084713997189135,0.3688093358350724,0.6691019734975902,0.0,0.2500040984762961,0.4660980921604639,0.632040733902392,0.3051235487199786,0.6015258401979184,0.7087082511123015,0.5618692481552445,0.8601534270131956,,0.4939142052090832,0.0,1.0,0.44981119159880506,0.0,0.5854923602433522,,0.0,0.0,0.0,0.0,0.33239959591350754,0.0,0.6966648801744861,0.2620849863957118,0.0,0.6579835166197917,0.4788847982252679,0.4958936332328071,1.0,0.6406804891834821,,0.0,0.5339352849111844,0.0,0.0,0.36213246701113544,0.2204196079128449,0.0,0.0,0.0,0.35619182329906146,0.0,0.0,0.720223901927325,,0.43030031387218404,0.0,0.6335276024736901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39425986543061614,0.6015651333248416,0.34918967606821855,0.0,0.0,0.47695554493681264,0.0,0.0,0.0,0.25102650826687667,0.25851038122425646,0.0,0.1388764264861161,0.7557950969267513,0.15760859247135484,0.43462716557038733,0.0,0.32704895053553684,0.48492700383062115,0.9323892666661197,0.865134272609349,0.0,0.3898356375135167,0.0,0.0,0.41622880762885717,0.4031445716887687,0.3874847543456325
MSprotectleg3[free_counsel],0.18965023870931078,0.0,0.8079959261729902,0.0,0.42503230698720584,0.2920520043541586,0.0,0.196578886449362,0.196578886449362,0.0,0.6567191114720647,0.4082591341710345,0.0,0.07373934600039551,0.0,0.0,0.0,0.0,0.3130948946229326,0.23047016022628652,0.7326382132364853,0.0,0.0,0.9004986778247203,0.0,0.1840682359304659,0.0,0.0,0.0,0.06037289900924392,0.14238557873358412,0.45042766916139926,0.7232037959899307,0.0,0.6076746032544987,0.18406823593046612,0.2945944432064621,0.0,0.0,0.0,0.5499809662582998,1.0,0.6010774226794233,0.6737329479374318,0.0,0.3367854539915252,0.0,0.0,0.5140206873779198,1.0,0.16000089468233752,0.2007901268955226,0.0,0.45837140268843846,0.28277615563300235,0.0,0.0,0.40972166973913104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49337079850286986,0.28277615563300235,0.0,0.5201846854407356,0.37332695393513143,1.0,0.0,0.0,0.1932768640040755,0.0,0.0,0.0,0.4120718178737428,0.30843559985512,0.0,0.0,0.0,0.0,0.16299845302779306,0.0,0.0,0.0,0.44981119159880506,1.0,0.9651319273129296,0.6325947817677152,0.0,0.8788905527529846,0.6883063173593629,0.323191992838669,0.05292609787971996,0.4280022837376117,,,0.0,0.39906311428333846,0.0,0.0,0.3371012556747645,0.6469570798256141,0.5427888094720281,0.0,0.0,0.0,0.0,0.11897032949524823,0.0,0.2758909331733633,0.0,0.0,0.0,0.0,0.4249441446321382,0.20945967193578238,0.0,1.0,0.0,0.0,0.0,0.0,0.12874008974108875,0.0,0.193004861810131,0.0,0.0,0.6152349987785256,0.0,0.0,0.0,0.22378398324713347,0.0,0.6606744088405611,0.0,0.0,0.0,0.0,0.0,0.4087743938148103,0.2504600022240141,0.4254250494053552,0.421429241653964,0.0,0.16264768594864165,0.0,0.3097922226012767,0.0,0.5069109762059169,0.0,0.09599879667685286,0.0,0.0,0.0,0.0,0.0,0.0
MSprotectleg3[cost_insurance],0.0,0.0,0.6982129850821052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8987901571326317,0.0,0.0,0.7615438478142763,0.0,0.0,0.4682060910700924,0.0,0.0,0.0,0.0,0.0,0.0,0.6999932058377574,0.0,0.28673225884230397,0.0,0.0,0.0,0.0,0.5158014340390604,0.4101690150053496,0.7428818912735607,0.0,0.5923311906334169,0.3654840844962505,0.4344403741199172,0.0,0.33641122554985137,0.0,0.2760761736978439,1.0,0.4490679286225,0.7167130460743305,0.3505174093151557,0.4237091997725051,0.0,0.4082591341710344,0.27706285975899436,1.0,0.0,0.0,0.0,0.45837140268843846,0.5996263134131121,0.0,0.5819308528142852,0.0,0.5819308528142852,1.0,0.0,0.0,0.0,0.4528182078816977,0.32305822867017364,0.0,0.5905685073488791,0.395709577128847,0.0,0.0,0.5908122028427535,1.0,0.5451797872319826,0.0,0.7233117167683236,0.0,0.11544636537758135,0.05198259038999418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4774208922880617,0.0,0.0,0.9651319273129296,1.0,0.6325947817677152,0.0,0.6671163805224145,0.6794214996086456,0.0,0.3125125288046965,0.0,0.36274761480394413,0.6966648801744854,0.0,0.0,0.25062831639595096,0.0,0.4313404858367303,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.244251240357353,0.0,0.0,0.0,0.0,0.2623851460459586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000328857885281,0.0,0.0,0.6221176466689124,0.0,0.0,0.11787877533501087,0.590568507348879,0.0,0.6791749321327697,0.0,0.0,0.0,0.0,0.0,0.46247049453069655,0.0,0.0,0.0,0.6389907327838177,0.0,0.0,0.2072055696917153,0.0,0.05985558587145931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSprotectleg3[other],0.7151302187404127,,0.0,0.8719456996065433,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5305987121675797,0.24501940757224802,0.3657735700380393,0.0,0.0,0.2541801066486871,0.0,0.0,,0.0,0.2966948717449222,,0.0,,0.0,0.0,0.0,0.0,0.5355565569793025,0.9693240891956796,0.6687392649397458,0.12046843396495586,0.0,0.0,0.24513692736542583,0.0,,0.35940676821919343,1.0,0.12046843396495586,0.24513692736542583,0.0,0.12046843396495586,0.0,0.0,0.35940676821919343,,0.0,0.0,0.0,0.0,0.19226946723392832,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.35940676821919343,0.0,0.0,0.12046843396495586,,0.0,0.2966948717449222,0.0,0.0,0.0,0.0,0.0,0.7332412902676513,0.0,0.7815973549432812,0.4752735275581095,0.9026958483885209,0.0,0.0,0.0,1.0,,0.6217593181084806,0.0,0.5854923602433522,0.6325947817677152,0.6325947817677152,1.0,,0.5753185360632346,0.6217593181084806,0.68577933605226,0.6223403136327466,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,0.35940676821919365,0.9160396909853601,0.0,0.0,0.0,0.0,0.38464736076753553,0.0,1.0,,0.0,0.35940676821919365,0.5608659489963461,,0.0,0.0,0.4278011727479546,0.0,0.0,0.7601431522003701,0.0,0.0,0.6644205128454013,0.0,0.0,0.3705678600329359,0.3296924016232176,0.0,0.35940676821919365,,0.0,0.7859122458312079,0.5395971493260656,0.0,,,0.6221454490557237,0.37535970698544296,0.45415024481465494,0.0,,,0.549887995899734,0.0,0.0,,,,0.0
MSprotectleg3other,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,
MSprotectleg4[free_counsel],0.45854004322053415,0.0,0.0,0.4846947871832182,0.0,0.4687187544472607,0.0,0.5616157609994633,0.5616157609994633,0.0,0.39784337818255877,0.7123720524379071,0.0,0.2840745638883543,0.0,0.10575167580057988,0.8661292431659999,0.4201318628534413,0.2345767905117926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32668171566873333,0.32668171566873333,0.30714500651030724,0.0,0.0,0.38447265400348973,0.3120575394490901,0.31278518390518545,0.24470455238458008,0.0,0.0,0.0,0.0,0.0,1.0,0.48493013679857305,0.3012622827642602,0.0,0.0,0.055236293409331554,0.0,0.0,,0.0,0.36784242167709935,0.0,0.0,0.0,0.5201846854407356,0.0,0.41590928194030935,0.0,1.0,0.0,0.0,0.0,0.2344362382711966,0.22275466016931866,0.0,0.3012622827642602,0.0,0.0,0.0,0.0,1.0,0.5890756428179373,0.0,0.0,0.0,0.0,0.0,0.0,0.46167623991466306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2524293543502005,0.0,0.8788905527529846,0.6671163805224145,0.5753185360632346,0.0,1.0,0.9800587757700502,0.7063424928778931,0.5689299220654426,0.7028616808482708,,,0.0,0.6010685468545107,0.2345229232977075,0.20393538534091835,0.0,0.5564280476709496,0.0,0.0,0.0,0.0,0.0,1.0,0.32834733591870213,0.255637039813016,0.0,0.0,0.0,0.0,0.53031907727029,0.34749129053662925,0.0,1.0,0.8517988256663588,0.0,0.0,,0.28288982791123296,0.4101632679067706,0.23657351701091867,0.0,0.0,0.850231747207728,0.0,0.0,0.40328187920748526,0.0,0.1401573982911417,0.9647078871215505,0.45569688867733776,0.6749618556704042,0.0,0.0,0.3391539240447737,0.43315843835472473,0.0,0.0,0.0,0.0,0.27654550000043554,0.0,0.6131394139365999,0.0,0.7363283638777176,0.6837483944168685,0.4881855110055415,0.0,0.0,0.3275517749624318,0.7967058759443584,0.0,0.0
MSprotectleg4[cost_insurance],0.36318427991851127,0.0,0.0,0.4730572508172019,0.0,0.0,0.5298084828042455,0.0,0.0,0.0,0.24253300025340677,0.0,0.5698225535925948,0.8169525763989262,0.0,0.0,0.894306560304386,0.6008166515582778,0.0,0.0,0.0,0.0,0.9155388798060144,0.0,0.0,0.0,0.0,0.8447194904342453,0.8447194904342453,0.0,0.0,0.0,0.5064969726850695,0.25274900988510496,0.32188457705646567,0.23882063354225483,0.2759023047827036,0.13444783097270863,0.0,0.0,0.0,1.0,0.22818377590162364,0.6662558851911191,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.4747690529884151,0.5298084828042455,0.0,0.0,,0.0,0.0,0.6690429975463869,0.23882063354225502,0.0,0.2759023047827036,0.5243422002584606,0.0,0.0,0.0,0.0,1.0,0.5243422002584606,0.0,0.0,0.0,0.0,0.0,0.0,0.13298357468769223,0.0,0.4441379986236909,0.0,0.0,0.0,,0.0,0.0,0.0,0.6883063173593629,0.6794214996086456,0.6217593181084806,,0.9800587757700502,1.0,1.0,0.5428437980786632,0.0,0.0,0.1925630768377215,0.0,0.11423283970214813,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.1993020172416373,0.1775939094388227,0.0,0.0,0.0,0.0,0.5363513452874911,0.0,0.26176992906106095,1.0,0.8390670771860698,0.0,0.0,,0.1810881805811268,0.3448134604054133,0.1675525271555986,0.0,0.34640133162367476,0.6109293876950478,0.0,0.0,0.0,0.026614805866859728,0.2532187894207245,0.9616448024545183,0.46764656623138035,0.6690429975463864,0.0,0.0,0.14375772960382469,0.4491750204118591,0.0,0.0,0.0,0.5319350498348093,0.0,0.0,0.16172569639339757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432028903228389,0.0,0.0
