,country,lastpage,MShr1,MShr2,MShr3[daily_newspaper],MShr3[weekly_newspaper],MShr3[magazine],MShr3[tv],MShr3[radio],MShr3[news_agency],MShr3[online_stand_alone],MShr3[online_of_offline],MShr4,MSexpertise1,MSexpertise2,MSexpertise3,MSexpertise4,MSfinance1,MSfinance2,MSfoi1,MSfoi2,MSfoi3,MSfoi4,MSfoi5[not_covered],MSfoi5[too_expensive],MSfoi5[too_time_consuming],MSfoi5[afraid_of_data_destruction],MSfoi5[other],MSfoi5other,MSapp1,MSapp2,MSsoc1,MSsoc2,MSsoc4,MSsoc5[follow_up_on_other_media],MSsoc5[statements_government],MSsoc5[oversight_reports],MSsoc5[leaks],MSsoc5[own_investigations],MSsoc5[dont_know],MSsoc5[other],MSsoc5other,MSsoc6[national_security_risks],MSsoc6[intelligence_success],MSsoc6[intelligence_misconduct],MSsoc6[oversight_interventions],MSsoc6[oversight_failures],MSsoc6[policy_debates_leg_reforms],MSsoc6[other],MSsoc6other,MStrans1,MStrans2,MStrans3,MSimpact1[above_avg_comments],MSimpact1[above_avg_shares],MSimpact1[above_avg_readers],MSimpact1[letters_to_the_editor],MSimpact1[follow_up_by_other_media],MSimpact1[other],MSimpact1other,MSimpact1[none_of_the_above],MSimpact1[dont_know],MSimpact2[diplomatic_pressure],MSimpact2[civic_action],MSimpact2[conversations_with_government],MSimpact2[official_inquiries],MSimpact2[government_statements],MSimpact2[conversations_with_intelligence],MSimpact2[dont_know],MSimpact2[prefer_not_to_say],MSimpact2[other],MSimpact2other,MSimpact2[none_of_the_above],MSprotectops1[sectraining],MSprotectops1[secure_drop],MSprotectops1[e2e],MSprotectops2,MSprotectops3[encrypted_email],MSprotectops3[vpn],MSprotectops3[tor],MSprotectops3[e2e_chat],MSprotectops3[encrypted_hardware],MSprotectops3[2fa],MSprotectops3[secure_drop],MSprotectops3[other],MSprotectops3other,MSprotectops4,MSprotectleg1,MSprotectleg2,MSprotectleg3[free_counsel],MSprotectleg3[cost_insurance],MSprotectleg3[other],MSprotectleg3other,MSprotectleg4[free_counsel],MSprotectleg4[cost_insurance],MSprotectleg4[other],MSprotectleg5,MSprotectrta1,MSprotectrta2,MSprotectrta3,MSprotectrta4,MSprotectrta5,MSprotectrta6,MSconstraintcen1,MSconstraintcen2,MSconstraintcen3,MSconstraintcen5,MSconstraintcen5spec,MSconstraintinter1,MSconstraintinter2,MSconstraintinter4[extortion],MSconstraintinter4[violent_threat],MSconstraintinter4[inspection_during_travel],MSconstraintinter4[surveillance_signalling],MSconstraintinter4[online_harassment],MSconstraintinter4[entry_on_deny_lists],MSconstraintinter4[exclusion_from_events],MSconstraintinter4[public_defamation],MSconstraintinter5[unsolicited_information],MSconstraintinter5[invitations],MSconstraintinter5[other],MSconstraintinter5other,MSconstraintinter6[political],MSconstraintinter6[religious],MSconstraintinter6[other],MSconstraintinter6other,MSconstraintself1[avoid],MSconstraintself1[change_focus],MSconstraintself1[change_timeline],MSconstraintself1[abandon],MSconstraintself1[leave_profession],MSconstraintself1[other],MSconstraintself1other,MSattitude1,MSattitude2,MSattitude3[rule_of_law],MSattitude3[civil_liberties],MSattitude3[effectiveness_of_intel],MSattitude3[legitimacy_of_intel],MSattitude3[trust_in_intel],MSattitude3[critique_of_intel],MSattitude3[prefer_not_to_say],MSattitude4[1],MSattitude4[2],MSattitude4[3],MSattitude4[4],MSattitude4[5],MSattitude4[6],MSattitude5[1],MSattitude5[2],MSattitude5[3],MSattitude5[4],MSattitude5[5],MSattitude5[6],MSattitude6[1],MSattitude6[2],MSattitude6[3],MSattitude6[4],MSattitude6[5],MSattitude6[6],MSgender
MSsoc4,0.2284813566778199,0.3450483031980671,0.306637359573367,0.0,0.4395016282074671,0.0,0.12780395287580093,0.0,0.0,0.0,0.0,0.0,0.7983109038005292,0.15961321991556915,0.5689832323287404,0.7496550458610673,0.39582556049691253,0.31648727190371,0.0,0.17743951348059978,0.0,0.0,0.4020470322728235,0.24902717026009005,0.1438330099997326,0.18024174494181838,0.0,0.0,0.0,0.45054577388980804,0.29923467326679515,0.7580325931649279,0.5929313296055001,1.0,0.0,0.0,0.2065768806629802,0.1036659258768629,0.37417542731563186,0.16119261763309753,0.0,1.0,0.0,0.0,0.516058376023287,0.0,0.38123826942500616,0.0,0.5403151907610285,1.0,0.5788076424982772,0.44993226329533326,0.5559022196758248,0.0,0.31010018514279053,0.0,0.0,0.0,0.06197442169104888,1.0,0.23857949478849605,0.0,0.2513885046376096,0.0,0.30691269280037475,0.0,0.15462930499075125,0.13364191958374105,0.0,0.0,0.5475824100951695,1.0,0.2702052885177933,0.0,0.0,0.0,0.201940291731341,0.0,0.0,0.37746414013192486,0.0,0.1803045465669565,0.2529934972285023,0.14521735316643924,0.5152838468396896,0.0,0.4349616501570617,0.0,0.0,0.0,0.0,0.6687392649397458,0.0,0.3120575394490901,0.25274900988510496,0.4377879264696556,0.4893669792102756,0.3058750428680894,0.0,0.9428506971313606,0.0,0.4162288076288572,0.0,0.12784062972919075,0.0,1.0,0.0,,0.0,0.0,0.0,0.5039895005899434,0.49150504629150027,0.4470196335704154,0.0,0.23669014536591199,0.0,0.0,0.5022526220961164,0.25045991405995377,0.6121544393892948,1.0,0.0,0.5039895005899434,0.6795425619702051,0.0,0.24274436265113677,0.11927143416744267,0.38508437278129176,0.2574577880320205,0.318828702323062,0.5640850267184268,0.0,0.0,0.4117295989454121,0.0,0.2497639121080727,0.06197442169104888,0.13614993009508528,0.12242391874212494,0.2676951168567559,0.0,0.0,0.3320070787502034,0.26280708664512625,0.4649873453986551,0.0,0.0,0.4767096925818821,0.40629678211185905,0.0,0.25227990640177334,0.6151087631242258,0.0,0.10424599621312386,0.0,0.5346641614227648,0.21757552897272833,0.0,0.0,0.0
MSsoc5[follow_up_on_other_media],0.0,0.30207020931171313,0.0,0.0695340455628275,0.4070382395933486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5143019062051956,0.3418655441459811,0.24839108813067073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15629650131296557,0.4694784532428005,0.16787678885990312,0.0,0.0,0.0,1.0,0.5124203867528412,0.41625022034048537,0.09594668412805164,0.33456481830606,0.0,0.5153430385480644,0.0,1.0,0.13118931363424233,0.0,0.0,0.3230374316406638,0.11340859031709781,0.0,0.28423941045327006,0.0,0.0,1.0,0.28037201964930625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09526456153088296,0.0,0.0,0.0,0.0,0.0,0.5066975244845987,0.0,0.32712439810969063,0.0,0.44315924314234,0.6076746032544987,0.5923311906334169,0.12046843396495586,0.0,0.31278518390518545,0.32188457705646567,0.3694668076867855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11578300192299122,0.20642800541876088,0.0,0.0,0.0,0.0,0.30010976775163045,0.0,0.30630750386598415,,0.0,0.0,0.18698095243057086,0.0,0.05624107973598026,0.2387730432192069,0.09666525336905626,0.0,0.0,0.0,0.0,0.0,0.0,0.3143795639000709,0.0,0.154626590164619,0.0,0.0,0.0,0.0,0.4287162512200444,0.0,0.0,0.0,0.0,0.6422944187708094,0.0,0.0,0.5515989702904301,0.43918874740526204,0.0,0.0,0.0,0.3942697984963891,0.0,0.0,0.0,0.0,0.1182072169588154
MSsoc5[statements_government],0.12433185664813301,0.15307975846171798,0.0,0.30545884845275345,0.19679868162334943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602162714991449,0.24864843911943263,0.0,0.0,0.40544761306322663,0.0,0.0,0.5525404774481875,0.192563076837721,0.32779427120828986,0.0,0.0,0.0,0.0,0.0,0.0,0.1319005500708179,0.0,0.0,0.0,0.0,0.15629650131296557,1.0,0.0,0.0,0.0,0.0,0.26803294722630877,,0.0,0.0,0.0,0.0,0.0,0.3896509023809935,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5293482355459798,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10315530859905071,0.0,0.33439478906920844,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.18406823593046612,0.3654840844962505,0.0,,0.24470455238458008,0.23882063354225483,0.0,0.0,0.6989116886657243,,,0.0,0.0,0.0,0.0,0.0,1.0,0.41919854179259974,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6412459909740064,,0.0,0.0,0.0,,0.17670305510615802,0.08612588020601815,0.0,0.20368976035134487,0.0,0.12046843396495586,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4554427977750336,0.0,0.0,0.0,0.15162946459506105,0.6158614641117373,0.10433443195506382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1883604361753286,0.6180798009239747,0.0,0.33546865632083095,0.0
MSsoc5[oversight_reports],0.0,0.326745569245851,0.31605354579418904,0.3057609251269286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2656447763505175,0.20884574162079003,0.1225571503893355,0.0,0.16054545038983833,0.0,0.0,0.3912949238774717,0.2032443875355817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03796835130802081,0.34259244142394024,0.6319026221596725,0.6682794405977217,0.2065768806629802,0.4694784532428005,0.0,1.0,0.6399975289445765,0.36428027007408526,0.0,0.0,1.0,0.0,0.0,0.7335510667218811,0.6227077243426709,0.6399975289445765,0.7139103106101485,0.0,1.0,0.14863389793680346,0.38689215357947804,0.0,0.0,0.0,0.0,0.2341798003243855,0.0,0.0,1.0,0.219108978465623,0.0,0.2870563478983903,0.0,0.0,0.0,0.37070860392442556,0.6694327564774329,0.0,0.0,0.2341798003243855,1.0,0.0,0.15595540343716016,0.27030355872634154,0.0,0.0,0.3529949155338489,0.2873081271216556,0.5607866554270879,0.1268343081224636,0.6285304532806212,0.0,0.4432241136900581,0.0,0.0,0.28390503107524157,0.0,0.5896589875912125,0.2945944432064621,0.4344403741199172,0.0,0.0,0.0,0.2759023047827036,0.0,0.383480364830524,0.5720461846015108,0.0,1.0,0.0,0.0,0.0,0.47238402748804714,0.38484515673852254,1.0,0.0,,0.0,0.0,0.0,0.0,0.2672968076676136,0.07372957944656078,0.0,0.0,0.12258612681477608,0.0,0.0,0.15285942334978644,0.0,1.0,0.0,0.0,0.3188834591928581,,0.0,0.0,0.2828475057495912,0.011707061323936058,0.08585475295126967,0.0,,0.32056112900855604,0.0,0.7141212071105244,0.33026960376392717,0.0,0.0,0.0,0.6227077243426709,0.0,0.0,0.0,0.0,0.75176253072964,0.6952826454590811,0.0,0.0,0.0,0.586686300604925,0.0,0.7417101694700406,0.31374439073396326,0.0,0.0,0.5353020989654116,0.0,0.0,0.0,0.16496581467393823
MSsoc5[leaks],0.0,0.43975749948039605,0.3964521175304056,0.2564721985032235,0.0,0.3404831783987011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07519562316546853,0.2689611448841026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20179011086153786,0.3659727073307119,0.1036659258768629,0.16787678885990312,0.0,0.6399975289445765,1.0,0.442551869571061,0.0,0.0,1.0,0.0,0.0,0.6620052361172224,0.5656015807393232,0.7090558576261876,0.6274345344206204,0.0,1.0,0.21733631605474762,0.32662301723099996,0.0,0.0,0.0,0.0,0.0,0.3945487219044614,0.0,1.0,0.1469927610257653,0.0,0.25066327934717675,0.2851584110082751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3246583139086181,0.25019843145915255,0.0,0.0,0.0,0.3036200123394091,0.14436364205767685,0.0,0.09908448172065963,0.6086693911608437,0.0,0.0,0.5066975244845986,,0.42715959653062313,0.0,0.7995884725025416,0.0,0.0,0.24513692736542583,,0.0,0.13444783097270863,0.48079574965187927,0.2588835632213589,0.0,0.0,1.0,0.0,0.0,0.0,0.13717193416349774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173603679836152,0.0,0.7139833538265068,,0.03069638042465764,0.0,0.0,0.0,0.0,0.1928981334707164,0.0,0.011707061323936058,0.08585475295126967,0.0,0.0,0.36242190252918416,0.32312020370807304,0.316709823381774,0.5831327245680693,0.0,0.2969900854538184,0.0,0.15033848715725626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19532274567389818,0.0,0.21206901227961603,0.3511407045471121,0.584612389037499,0.31374439073396326,0.0,0.5770787756760365,0.0,0.0,0.0,0.0,0.0
MSsoc5[own_investigations],0.0,0.5531717099713457,0.0873818143209564,0.5510370703455195,0.0,0.0,0.0,0.0,0.0,0.0,0.044144196974189004,0.0,0.3341501323508171,0.1884402066934446,0.0,0.263399886525395,0.2623830743945614,0.0,0.5049969394725569,0.178620367889385,0.0,0.0,0.0,0.0,0.0,0.1359668456903209,0.0,0.0,0.0,0.16350682746157605,0.17265231976796266,0.0,0.1787669771441856,0.37417542731563186,0.0,0.0,0.36428027007408526,0.442551869571061,1.0,0.0,0.0,1.0,0.0,0.090310028810381,0.7721092650080721,0.31464090374002673,0.6019217513638154,0.5646101529468647,0.2397767960564216,,0.0,0.45631693466399487,0.0,0.050364910260051986,0.3366567541522286,0.0,0.0,0.7579682912534431,0.2397767960564216,,0.0,0.0,0.050364910260051986,0.6556802518379116,0.3404831783987011,0.6046689844243404,0.4201338501147426,0.4884548917391648,0.0,0.0,0.3404831783987011,,0.0,0.43784439601826447,0.29049629806681077,0.0,0.19822544380496673,0.4172045671353778,0.8124757937301496,0.8320974922718085,0.2467162787177922,0.7243805509938398,0.7469172692844134,0.6748010374327795,0.28390503107524184,,0.3444652594155575,0.822809632159638,0.0,0.0,0.33641122554985137,0.0,,0.0,0.0,0.0,0.0,0.3157600891568442,0.0,0.19256307683772106,0.2789552668206693,,,0.5419438593714825,0.1571700164316769,,,,0.0,0.0,0.0,0.0,0.0,0.15569812047801648,0.0,0.0,0.04167083058501128,0.0,0.0,0.0,0.16757659016801027,,0.0,0.0,0.0,,0.21966019921927313,0.0,0.17718059786559645,0.2759500938891754,0.1934767542070726,0.0,,0.0,0.085291050801847,0.5149813347000497,0.21484685006996293,0.2397767960564216,0.0,0.0,0.31464090374002673,0.0,0.7471628175397467,0.0,0.6664026504795099,0.537911697424874,0.0,0.0,0.0,0.18384137188871472,0.0,0.27045288579937826,0.0,0.0,0.37383834090777807,0.0,0.0,0.8400010848846222,0.0,0.0,0.0
MSsoc5[dont_know],0.09415605281840352,0.0,1.0,0.0,0.0,0.12082663823073764,0.21425096241170652,0.21425096241170652,0.12082663823073764,0.6669491347482102,0.0,0.21425096241170652,0.38633465468514727,,0.5324779591377293,1.0,0.0,0.42552581127794087,0.0,0.0,,,,0.0,0.44064251966009543,0.0,0.6669491347482102,0.21425096241170652,0.21425096241170652,0.0,0.0,0.0,0.0,0.16119261763309753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.21425096241170652,,1.0,1.0,,0.31142911835022163,0.0,0.31142911835022163,0.12082663823073764,0.0,0.21425096241170652,,0.0,0.44064251966009543,0.31142911835022163,0.0,0.12082663823073764,0.0,0.0,0.0,0.31142911835022163,0.44064251966009543,0.12082663823073764,,0.0,0.0,0.0,0.648209215507788,0.0,0.23960513413951132,1.0,0.7921067031784681,0.0,0.6691019734975905,0.6691019734975905,0.0,0.0,,1.0,0.7977734910329154,0.5173668431150729,0.0,0.0,,,0.0,0.0,0.0,0.5358978012943281,0.0,,,0.0,,,1.0,0.0,,,,0.0,0.38947965340676843,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.6558322842066133,0.0,0.0,0.21425096241170652,0.0,0.21425096241170652,0.0,0.6669491347482102,,,,,,,,,,,,,,,,,,,0.41904120469806944
MSsoc5[other],0.0,0.0,0.0,0.0,0.0,0.3487336600994546,0.0,0.0,0.0,0.0,0.2369561774237173,0.0,0.0,0.415449369380794,0.0,0.18416951029444453,0.0,0.3616588221648512,0.3074212257090826,0.13387559365319182,0.877966623862576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27507154532886924,0.0,0.0,0.26803294722630877,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.06107001024525281,0.2776461745521725,0.2969900854538184,0.4754670453228882,0.0,1.0,0.0,0.08819194557996211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08546142585633905,0.0,0.0,0.0,0.0,0.0,0.23194843632477027,0.08546142585633905,0.0,0.4114686914756189,0.0,1.0,0.0,0.0821952512482349,0.10310891987016217,0.0,0.0,0.0,0.3733947500423961,0.0,0.11207377419576835,0.24987739555639055,0.25284106595446026,0.08324317225484044,0.9442549789629945,,0.25775202286841115,0.29886335235742545,0.28557459814512803,0.5499809662582998,0.2760761736978439,0.35940676821919343,,0.0,0.0,0.3694668076867855,0.3560847494582038,0.0,0.0,0.0,0.08871054914413408,0.19948708039060212,0.0,0.016701720378561526,0.09924040402336706,1.0,0.23452292329770752,,0.0,0.0,0.0,0.0,0.24558741524156583,0.0,0.0,0.0,0.0,0.0,0.5523582456069204,0.1872150511356005,0.8014301143773616,,0.12901438268156315,0.0,0.591884347604584,,0.19289813347071635,0.0,0.0,0.2960891681823398,0.14053605311365464,0.22529255607398005,,0.0,0.40515425948609085,0.6583491226212959,0.4297037902327131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7446116872696737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7036475986672044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSsoc5other,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
MSsoc6[national_security_risks],0.1319798586462644,0.37178165866095364,0.3585733520081524,0.364548640149871,0.0,0.0,0.0,0.0,0.12635500192177,0.0,0.0,0.3056634766122925,0.0,0.0,0.0,0.42054273514039836,0.13417784132560015,0.0,0.1835988414146226,0.06711988064551191,0.0,0.0,0.0,0.13708388556852974,0.0,0.0,0.0,0.3056634766122925,0.3056634766122925,0.0,0.13566955600423394,0.0,0.0,0.0,0.5124203867528412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6056483976851047,0.0,0.0,0.0,0.23133062734440082,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23570821519419877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27649496132239354,0.0,1.0,0.0,0.06938249437915146,0.1355070455592565,0.0,0.1573102259200092,0.5187015961761282,0.0,0.0,0.029692631342955474,0.1612636348154168,0.24282916814763375,0.0,0.28390503107524184,,0.0,0.0,0.23706861734654366,0.6010774226794233,0.4490679286225,0.12046843396495586,,0.48493013679857305,0.22818377590162364,0.48079574965187927,0.0,0.4733263448370702,0.7875992740159818,0.0,0.0,0.0,0.0,0.622934194737857,0.0,0.0,0.0,0.0,0.15360442912331826,0.0,0.0,0.0,0.17329028195556764,0.18029365762204466,0.0,0.0,0.0,0.0,0.33203705549625223,0.10384160745755533,0.32706933131435756,1.0,0.0,0.0,0.3728610197224557,,0.19289813347071635,0.06460758924098468,0.0,0.0,0.0,0.0527835318710607,,0.2660525476567262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5307048707718343,0.16859119503003997,0.2806914640960213,0.24199695689870165,0.4877258169319003,0.19183384098686276,0.39775612658856213,0.0,0.0,0.6873099309175527,0.0,0.8923412084930797,0.24127670590519698,0.31378312996828595,0.23804846433564433,0.0,0.2506283163959513,0.0,0.0
MSsoc6[intelligence_success],0.0936840177552939,0.42207077533171194,0.0,0.352969608696503,0.0,0.0,0.0,0.19619798609006298,0.0,0.0,0.16852031535986547,0.19619798609006298,0.31062247674519944,0.0,0.0,0.0,0.0,0.5944721400951303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19619798609006298,0.19619798609006298,0.0,0.0,0.14059495114632686,0.0,0.0,0.41625022034048537,0.0,0.0,0.0,0.090310028810381,0.0,0.0,1.0,0.6056483976851047,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.23194843632477027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4036075053488045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12330825611335579,0.0,0.15798559509511964,0.0,0.0,0.0,0.0,0.312454330747153,0.0,0.0,0.0,,0.08049425722546592,0.39160875707951626,0.0,0.6737329479374318,0.7167130460743305,0.24513692736542583,,0.3012622827642602,0.6662558851911191,0.7252910948547527,0.0,0.1546693933632456,0.0,0.1925630768377215,0.0,0.0,0.0,0.3767913277387711,0.23435549108406195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43498300498063547,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.16351346126824773,0.0,0.0,0.0,0.0,0.351800053205203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359411910438021,0.0,0.0,0.0,0.270452885799378,0.0,0.7326382132364853,0.0,0.0,0.061599792199402176,0.7417101694700406,0.2032443875355815,0.0,0.0
MSsoc6[intelligence_misconduct],0.09198288465330687,0.5572982371382313,0.43833469218759846,0.23988052242374353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32950091197125925,0.20105044210773357,0.20611693251621824,0.2891972765472121,0.0,0.0,0.5467241208128931,0.11127575348889591,0.0,0.47138471695972495,0.17797956875620344,0.0,0.0,0.0,0.0,0.0,0.0,0.11436128780041369,0.09715930635548686,0.49376711394903405,0.4191114731509255,0.516058376023287,0.09594668412805164,0.0,0.7335510667218811,0.6620052361172224,0.7721092650080721,0.0,0.06107001024525281,1.0,0.0,0.0,1.0,0.7048552901983159,0.9483417275158682,0.6508938932431835,0.0,1.0,0.17161383709452144,0.5650784752468935,0.0,0.0,0.0,0.0,0.0,0.35703024746766715,0.0,1.0,0.291918419955314,0.0,0.12392749493001194,0.0,0.3757350765305854,0.23108991209031648,0.45554471004407654,0.291918419955314,0.0,0.0,0.0,1.0,0.0,0.12585588721808147,0.18439329896300002,0.0,0.14985622513400484,0.2165257742987451,0.5188432316068415,0.26443371994777426,0.15329275583796736,0.5484348898516915,0.2606521098587102,0.20426274685660015,0.0,0.0,0.18495218284087186,0.0,0.0,0.0,0.3505174093151557,0.0,0.0,0.0,0.0,0.28121094629198934,0.22621718589662132,0.8558777893329835,,,0.18914504169162366,0.16523102371528403,0.0,0.318373249125027,0.2245399245621227,1.0,0.0,,0.0,0.0,0.0,0.0,0.21146212133796433,0.036256878985212376,0.0,0.0,0.04167083058501128,0.0,0.39264806018872783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22791468714355126,0.19289813347071635,0.0,0.35940676821919343,0.0,0.32932761159409224,0.6870793913033121,0.7202315907867755,0.6515052581405086,0.0,0.0,0.0,0.7048552901983159,0.0,0.7128792870896571,0.0,0.0,0.9167461249051413,0.4877258169319001,0.0,0.0,0.5921450450588088,0.9697997077950326,0.5132965005121773,0.7417101694700406,0.0,0.3601065799661513,0.0,0.1883604361753285,0.8400010848846218,0.0,0.0,0.0
MSsoc6[oversight_interventions],0.07386495396956992,0.29172975820861724,0.0,0.23988052242374375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3183503590889483,0.0,0.0,0.09349899309254286,0.0,0.0,0.0,0.0,0.0,0.0,0.3214629325517652,0.0,0.0,0.0,0.0,0.0,0.034307408530194566,0.1486296354301799,0.13122501227714403,0.34531098546529165,0.0,0.33456481830606,0.0,0.6227077243426709,0.5656015807393232,0.31464090374002673,0.0,0.2776461745521725,1.0,0.0,0.0,0.7048552901983159,1.0,0.7108974007236192,0.7144647535286593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5280480491868143,,0.39316996764805345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3798626362458287,1.0,0.0,0.0,0.0,0.0,0.0,0.3005654903285013,0.38284766765499667,0.0,0.0,0.35635259499181393,0.0,0.0,0.6629456235230059,,0.0,0.0,0.44315924314234,0.3367854539915252,0.4237091997725051,0.12046843396495586,,0.0,0.0,0.6346476006037011,0.0,0.626330948796188,0.0,0.0,0.0,0.0,0.0,0.0,0.1250578045515064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13393677492197484,0.0,0.0,0.0,0.32706933131435756,1.0,0.12240774403081835,0.0,0.0,0.0,0.0,0.0,0.12164028297786739,0.0,0.0,0.0,,0.0,0.0,0.6617663190412418,0.44629301997766607,0.0,0.0,0.0,0.27785687223381383,0.0,0.0,0.0,0.6909451346789035,0.24199695689870238,0.39995961460527896,0.2588927831416853,0.0,0.8649062854820153,0.0,0.0,0.0,0.0,0.0,0.0,0.3149670153996462,0.7417101694700406,0.0,0.0,0.13208227129473477
