,country,lastpage,hr1,hr2,gender,expertise1,expertise2,expertise3,expertise4,finance1,foi1,foi2,foi3,foi4,foi5[not_aware],foi5[not_covered],foi5[too_expensive],foi5[too_time_consuming],foi5[afraid_of_data_destruction],foi5[other],foi5[dont_know],foi5[prefer_not_to_say],foi5other,protectops1[sectraining],protectops1[e2e],protectops2,protectops3[encrypted_email],protectops3[vpn],protectops3[tor],protectops3[e2e_chat],protectops3[encrypted_hardware],protectops3[2fa],protectops3[other],protectops3other,protectops4,protectleg1,protectleg2,protectleg2no,protectleg3[free_counsel],protectleg3[cost_insurance],protectleg3[other],protectleg3other,constraintinter1,constraintinter2,constraintinter4[police_search],constraintinter4[seizure],constraintinter4[extortion],constraintinter4[violent_threat],constraintinter4[inspection_during_travel],constraintinter4[detention],constraintinter4[surveillance_signalling],constraintinter4[online_harassment],constraintinter4[entry_on_deny_lists],constraintinter4[exclusion_from_events],constraintinter4[public_defamation],constraintinter5[unsolicited_information],constraintinter5[invitations],constraintinter5[other],constraintinter5other,constraintinter6[gender],constraintinter6[political],constraintinter6[religious],constraintinter6[other],constraintinter6other,attitude1,attitude2,attitude3[rule_of_law],attitude3[civil_liberties],attitude3[effectiveness_of_intel],attitude3[legitimacy_of_intel],attitude3[trust_in_intel],attitude3[critique_of_intel],attitude3[prefer_not_to_say],attitude4[1],attitude4[2],attitude4[3],attitude4[4],attitude4[5],attitude4[6],attitude5[1],attitude5[2],attitude5[3],attitude5[4],attitude5[5],attitude5[6],attitude6[1],attitude6[2],attitude6[3],attitude6[4],attitude6[5],attitude6[6],surveytype
foi1,-0.8215180489227031,-1.094022890650016,0.874002441528754,-0.41015145659527796,-0.8562851525145847,-0.8387168357305328,-0.6562544570802512,-1.2850269501842446,-1.4189242531919926,-0.18283842951938004,8.52377136475441,,,,-0.5400514478813058,2.8322765657188205,0.014178939296712824,2.677846391504147,-0.5400514478813058,2.9837183554590347,-0.5400514478813058,0.4014097203012621,,1.9493640724946246,1.4734131781873896,1.2019644933169196,0.5731495593567727,0.9414863846888691,1.8860162233314253,0.6522233299184235,0.46777136908857014,0.544567768410609,0.10041446992342719,0.5625084245887438,-0.9305275925848491,-0.5224273490732276,1.0962002572495047,0.7911383889850933,0.9615651186464949,0.2963586216681329,0.8460989072645525,-inf,1.4375107021441527,-0.8748345602246376,-0.479465283215488,-0.479465283215488,-0.07705781734025029,-0.15529352782761163,0.3208845904481656,-0.479465283215488,0.5225671147822731,0.09327819783287249,-0.7250089240248684,1.6246527141590725,-0.7312901126811161,0.529037446180175,0.5136962700426133,0.3153383904471177,,-0.4604516367594198,-0.3791731531561642,0.5526201232186598,-0.5868407896878651,-inf,0.65451929161991,0.6801168445543658,-0.16725683234748068,0.18684053252420593,-1.120395280682652,-0.779818190951609,2.361536637971506,0.18684053252420593,1.472218372978995,0.39072979024278454,-1.141795333811044,-0.3187939247916219,-0.7529957168985107,-0.8171398288792038,-2.438064472694053,-0.4820198668239952,0.5691440668372171,0.12162216496954348,0.9494703691490981,-0.7681569508854243,-0.47504478044300263,-1.6409784543051522,-0.2578953584984537,0.040629613039487145,0.26708266703265376,1.8308763099692076,0.7174425635438222,0.9844608185590865
foi2,0.20973873819792202,0.9125711272173656,0.18720997998995373,-0.05423900760179205,0.505393818169963,-0.10777661922986201,0.04805774634641764,-0.5815301422630861,0.21289784557197844,0.5617884354498818,,3.5681425300814538,-0.35997781687796576,0.15495250458289456,,,,,,,,,,-0.4982511151852974,,0.5003556295862573,0.6930747802006878,-0.2728008423001491,0.2037900283608912,-0.2848419779728176,0.8831839061934854,0.20190696799859217,0.07630516425043453,,-0.5439098364504984,0.3076334724021737,0.9081643177712132,0.39589325168875966,0.9225622620810723,-0.27616354442376734,-0.19078218683741996,,-0.016655514531195993,0.8559044536715545,,,-0.00021245954161712256,-0.7094525711943115,1.0518547081709304,,-0.04920928654594966,0.931719214720029,-0.45234369389744233,-0.27616354442376734,0.011328017481067097,-0.056782424201458084,0.18213972195425712,0.060162007880363855,,,1.0389205210964623,-0.6593478028998271,-0.25675723429720043,,-0.2574679335411207,-0.01665551453119655,0.19850905823444936,0.2675759307641502,-0.6851239350499715,-0.018292601524775437,0.13706470430341616,0.2675759307641502,0.18720997998995373,-0.6209848474556257,1.3841260782231009,-0.03496505131305123,0.2759681516118389,0.1590036659888419,0.6206611940220227,-0.6232857340562642,1.521408133041961,0.3562488671816821,0.734228769505915,0.40687445623097124,-0.042367151439423045,0.6462888999351201,1.3806412704402753,-0.5494045068002296,0.2925957049440532,0.5324112608132704,0.2594341756661468,1.9900322289253205
foi3,0.18516591241137642,0.8214190711590347,-0.7029474204007248,-1.0221622004584598,-0.873172775888058,-0.4729003684292518,-0.7696529063324231,0.3554019277860922,-0.999583437280616,0.4186178096503123,,-0.35997781687796576,3.678710023102238,0.8270526547103446,,,,,,,,,,-0.4512251936800203,,-0.8575856188359416,0.26980448914900146,0.7354640707522037,-1.0525911010655051,0.8826695105572611,1.1059407793371898,0.29003964987359115,-0.5788650297877063,,-1.3185566994014368,0.04543464621341426,0.7159175829561824,1.0327672528001652,-0.3669780098273497,0.14622011713272082,0.8954165119271771,,0.44684779482875986,-1.2047353907694922,,,0.6298285570292771,-1.7638850668373443,0.6536424445220228,,1.782223445837861,0.9417917298022299,-0.07571257516273529,0.7282045304089659,1.3972195666714444,1.0666308040541037,1.0666308040541037,0.6191208289091696,,,-1.210136164688655,-1.1379835138897376,-1.3295779310945344,,-0.3184615261745183,0.4106034877508924,0.615903840857093,0.5778757188162935,-0.3241536631788665,0.5689598171095245,0.1607703257616301,0.5778757188162935,-0.7029474204007248,-1.9671356166014267,0.11333937568267521,-0.2728468279517027,-0.4249156726302429,0.041409233192211715,-0.01922097551099529,-0.28894423589473983,1.1524525738562503,0.9910364442204043,0.7042330764785611,0.07759755102523856,-0.0039058483927971615,-0.03341760560353169,-0.5334984615831575,-1.081843553990163,0.05936629636998782,0.42373806299146644,0.8829739844178793,0.5963351069604437
foi4,0.29615861662517107,-0.17860383033117797,-0.837431559763241,0.23544746839638725,-0.7691548219341274,0.30257137337656315,0.5294097726127603,1.4924339450654727,0.9848626882656076,0.2354474683963884,,0.15495250458289456,0.8270526547103446,4.401349821695702,,,,,,,,,,0.5728299309512682,,0.0013624970607742414,0.7741433216933072,-0.7829126967483538,0.19845484289436827,-0.908487625326142,0.48699079124684164,1.2411268683336325,0.382174464028453,,0.5411323444904012,-0.36818699985003733,1.3079932782371793,,-0.006667518189461411,0.7523524059320246,0.1530294423812269,,1.0997556961629689,-0.04252609168481761,,,0.3835586901293611,0.48573592593476667,0.014574381386178524,,0.49152488093346725,1.3232955240835766,0.5576767402398651,0.08134377251571343,1.5689722820985952,0.07629476543225411,-0.6488975000126382,-0.23421919391461982,,,-0.8778509927531273,-0.1389891071063736,-0.8523141069721717,,0.2701627291072125,0.6933714346821443,0.333688138529065,0.05579764365888346,1.9110616657548023,1.316613445429625,0.27770307936744776,0.4121410650933327,-0.837431559763241,0.6304655534990314,-0.9398854002296553,0.05055461544068582,0.27874481786873656,0.11155018327231628,-0.3519498000594498,-0.28295727134957627,-1.129597716219127,0.42266671897569486,-0.47448840068111625,0.6730065915461302,0.5324112608132708,0.013511588108269424,0.6075970255762851,0.5394665856168672,1.6594302810120187,0.24324614433579553,1.413574639286214,-0.39044387587447404
foi5[not_aware],0.5038922453944388,-1.900347503429248,-2.0070203681915215,-1.7043690265018114,-0.008165205172229092,-1.573490834734879,-0.031265158150952745,-0.4462125398525065,1.265780136374067,-0.9739101222056362,-0.5400514478813058,,,,1.4709147201935366,0.0221631283423513,1.175220871290315,0.08182547479341766,1.4709147201935366,-0.036594985133565676,1.4709147201935366,0.9958259790842524,,2.069608936356583,-1.5885904083748805,-0.5632337261765717,-0.13583716476492763,-0.6191757771318114,-0.8392733503099005,0.1091880511241895,0.3249055212245582,-0.31810957776220555,,,-2.5488411834630975,-1.1980515226283923,0.36115921821454944,,0.10631366005179135,-0.25660363061406005,,,0.06497418479067997,1.0119564030162882,1.3211162976065236,1.3211162976065236,-1.517908753955466,-1.5287734658397416,-1.3767240131346345,1.3211162976065236,-0.9324869220900673,-1.6282868609856231,-0.9742956785256673,-1.1631049515806438,-1.53865552095995,-1.0736815575541183,-0.6721401786948499,-0.6302037823165425,,1.3139544742851492,-1.2520969211761308,1.3139544742851492,-1.815452961361447,,-0.6480753295186109,1.203629506268928,-2.3105003394253583,-2.3105003394253583,0.6499730240142876,0.08182547479341766,0.6499730240142876,-0.7706620203907758,1.175220871290315,-0.17970945513357262,-0.19315025295855442,-0.449411290041002,-0.3171190754076508,-0.29450446424068033,0.611338194285806,-0.8024982845089415,0.14983892825978015,-0.24577468538907773,-0.11581004187658533,0.07143586635638789,-0.9838192643713675,-1.6519934223145625,-0.615379152081072,0.0020629673295409815,-1.0255006314023654,0.2060458379761392,0.2060458379761392,-2.3105003394253583
foi5[not_covered],-1.057671453824592,0.22644986189214197,0.35732907482539167,1.1535402416854241,3.408982406960146,0.6703757609679502,-0.23111419179556567,-0.5637212340646771,1.3533627522890606,0.8190520689169359,2.8322765657188205,,,,0.0221631283423513,8.023302659878315,-1.0216225280176265,-1.0994735600403158,0.0221631283423513,0.7694425969888485,0.0221631283423513,-1.2715588787656507,-1.408221418142049,-0.6306220325382681,-0.13278698474781955,-0.027395353285476896,0.8560735641384477,-1.6879170542381772,0.06031751347861205,0.20435744168509593,-0.35095627823163367,-0.8457025091652777,0.2181676780217437,1.0327672528001652,0.8245868497124895,-0.1674502518681829,0.22716676722377233,-0.02076032920039857,3.134881977772981,1.925124768594043,1.2606785306859085,-inf,-0.5203369460482318,-1.5240547644375222,-0.3816000940617649,-0.3816000940617649,-0.21989273391848407,-0.21435832593081838,1.0218887526708504,-0.3816000940617649,-0.32238363831229055,1.0586647684479278,2.29770988432204,1.731507182320536,1.723939711265557,-1.3727620360844408,0.4108107610410253,-1.9464382322997877,1.044408794872596,-0.4087692465971202,1.0002249742311515,-0.4087692465971202,-0.33489675667452934,-inf,-0.6561638824548532,0.36377195836952664,2.1424660247587157,1.335509873123768,0.8734841736057471,0.8141287984629362,-0.6125502657076196,-2.020198855187212,-1.0216225280176265,-0.8972793342899702,1.1297178202877871,0.005464550068303112,0.6817361803044316,-0.8025063116992283,0.25772239416955794,0.721888922648183,-0.6543998211652171,-0.41218007709009036,0.6137189269827296,0.2908115011158181,-0.37111514044259575,0.747817336939818,-1.9638727311938895,1.4394777478637133,1.1251164947440704,-0.32889667551413254,-1.1130284388033647,0.7544516745084533
foi5[too_expensive],-0.3226753522213719,-0.08952264082605116,-1.2923870059598077,-0.9078548018684097,-1.1100352706085537,-0.863572701069093,-0.09383164385807315,-1.012205912819455,-0.7577090266437904,-0.9211724580166801,0.014178939296712824,,,,1.175220871290315,-1.0216225280176265,3.0033950174143325,1.4440278950936163,1.175220871290315,-1.1957521010396195,1.175220871290315,0.591731288051763,,-0.8820466727318053,-1.5885904083748805,-0.29034861605495527,-0.13583716476492763,-0.6191757771318114,-0.9163236499743977,-1.5612351195310454,-1.035224713644915,-1.117861556171797,,,-2.5488411834630975,-1.1980515226283923,0.36115921821454944,,0.10631366005179135,-0.25660363061406005,,,0.06497418479067997,1.0119564030162882,1.3211162976065236,1.3211162976065236,-1.517908753955466,-1.5287734658397416,-1.3767240131346345,1.3211162976065236,-0.9324869220900673,-1.6282868609856231,-0.9742956785256673,-1.1631049515806438,-1.53865552095995,0.6725121266545366,0.6725121266545366,0.4558356796303422,,1.3139544742851492,-1.2520969211761308,1.3139544742851492,,,-0.6480753295186109,-0.792341578384023,0.0626414915365732,0.0626414915365732,0.12346861301814555,-0.8703268057986469,0.12346861301814555,-0.6060196729127498,0.8182397674396412,-0.17970945513357262,-0.19315025295855442,-0.449411290041002,-0.3171190754076508,-0.6093658615132931,-1.1344677722118606,-0.6649720360580924,-0.4069765385698504,-0.3790909730541736,-0.5225305010603795,-0.7704597727933932,-0.17253910694051813,-1.6519934223145625,-0.01870486821707,-0.13402310157712177,-1.0255006314023654,0.2060458379761392,0.2060458379761392,0.11855690539591421
foi5[too_time_consuming],-0.15656596122328068,0.5720695620780317,0.4765341389865346,0.04614662497494772,0.4337148701503992,0.45241057449294425,0.9253801476573453,0.7586942063659641,-0.14606521916265858,0.8962522165787377,2.677846391504147,,,,0.08182547479341766,-1.0994735600403158,1.4440278950936163,7.842577446075002,0.08182547479341766,0.5965397217462697,0.08182547479341766,-1.589884981942627,-1.40822141814205,-0.36796459610355386,-0.07625106465304973,-0.5769096148207844,-0.12880020315346127,0.9750527261963685,0.44498558484876255,1.6193592793513936,0.5852169854274184,0.9819211340965994,1.1469247704901617,,1.3173088948915157,1.8758975323058769,0.4615792380493823,0.7911383889850933,-0.643561398379184,-0.22320684329183701,-0.10478346204310059,,-1.8049545736033075,-0.6088818559519639,0.2766806577116285,0.2766806577116285,-0.39655950976477483,-0.41408324274232033,0.6002333268345488,0.2766806577116285,0.5580617258364615,0.8328249501645186,0.4080225346156328,0.3177204308212364,0.5140704068500447,0.4807771146211633,-0.7988486424867106,-0.13800427923880038,1.044408794872596,0.37113542404687555,0.032338764705565036,0.37113542404687555,1.0871112446610647,,0.8069275800840797,0.05993187350080915,-0.8737741139578493,-0.8737741139578493,0.054457423817640044,0.25565299615531634,0.054457423817640044,-0.8502592251252479,-0.8703268057986469,1.939435638604262,0.5165944899657617,0.8780243192009449,0.8281499044448495,-0.3091534018247465,-1.1344677722118606,-1.1024943490284889,2.05448473198748,1.0341716105406942,-0.5852774801256336,-0.7704597727933932,-0.17253910694051813,1.5432227667910146,0.3530860402644559,0.07090447943221075,-1.0255006314023654,0.2060458379761392,0.2060458379761392,0.39684024592076583
foi5[afraid_of_data_destruction],-0.008165205172238553,0.1431056706921047,-2.0070203681915215,-1.7043690265018114,0.18957046558568344,-1.9289753841479218,-0.6272863522779428,-0.7144342694135309,-0.14490571014999842,-0.4153632692123377,-0.5400514478813058,,,,1.4709147201935366,0.0221631283423513,1.175220871290315,0.08182547479341766,1.4709147201935366,-0.036594985133565676,1.4709147201935366,0.9958259790842524,,-0.8820466727318053,-1.5885904083748805,-0.5632337261765717,-0.13583716476492763,-0.5487040757607117,-0.7584979820439,0.1091880511241895,0.3249055212245582,-1.117861556171797,,,-2.5488411834630975,-1.1980515226283923,1.0655102465189823,,-0.19919935929530902,-0.25660363061406005,,,-0.39215926416058894,1.0119564030162882,1.3211162976065236,1.3211162976065236,-1.517908753955466,-1.5287734658397416,-1.3767240131346345,1.3211162976065236,-0.9324869220900673,1.0218394457898294,-0.9742956785256673,-1.1631049515806438,-1.53865552095995,0.6725121266545366,-0.6721401786948499,,,1.3139544742851492,-1.2520969211761308,1.3139544742851492,-1.815452961361447,,,,-2.3105003394253583,-2.3105003394253583,0.6499730240142876,0.08182547479341766,0.6499730240142876,-0.7706620203907758,1.175220871290315,,,,,,,,,,,,,,,,,,,-2.3105003394253583
foi5[other],0.574192362774471,1.5994676744240368,0.2186356089871209,-0.7268764473529945,2.419714360217108,-0.5963408343146389,0.11005996452999214,-0.900392802667202,-0.4034098681792417,0.8626885604997856,2.9837183554590347,,,,-0.036594985133565676,0.7694425969888485,-1.1957521010396195,0.5965397217462697,-0.036594985133565676,8.190240935020165,-0.036594985133565676,-1.0547505471901026,,1.3963840238479341,1.1359934160719698,-0.19729271007054805,0.03339617562274361,-0.2332554555083094,1.0788279140645853,-0.6525483112674716,0.5856029099043097,0.7140259185169265,-0.34119156848112714,0.5625084245887438,-0.36576041306176926,-0.20618512423949828,1.306196874016011,1.1855705564329067,-0.6929047945847121,-0.542884269718209,0.7968033745858862,,1.0275198860549013,-1.3154555263460503,-0.10662684262294074,-0.10662684262294074,0.16172528643744086,0.13881151390624633,0.6013395039451795,-0.10662684262294074,1.1317654815058182,-0.11246273543209123,-0.3928171045761999,1.8133671566108625,0.42242269467314575,0.878394144204203,0.8173469666603815,0.2836151474061471,1.044408794872596,-0.1272641491675274,0.6739667456844374,-0.1272641491675274,0.055769844149515496,,-1.4806925383961573,0.7247597934382854,-0.9301074123300336,-0.9301074123300336,-0.823815816920017,0.624304339716924,0.27900476439936034,-1.045794012458977,-1.1957521010396195,0.24018869266080445,0.47897754752413285,-0.7677653154066549,-1.55732054294601,-0.12232539779824267,0.7860417055568107,0.45813834079028737,0.42063734884010606,1.506921889215306,1.482569260203853,0.821041569529361,-0.8292080132052724,-0.5687671842161284,0.4376389425435866,-0.347883376836026,1.7622106709778416,1.314367022479348,0.3310608311927528,1.6172470550146705
foi5[dont_know],-0.008165205172238553,-1.900347503429248,-2.0070203681915215,-1.7043690265018114,-0.008165205172229092,-1.573490834734879,-0.031265158150952745,-0.4462125398525065,0.8403727010936307,-0.4153632692123377,-0.5400514478813058,,,,1.4709147201935366,0.0221631283423513,1.175220871290315,0.08182547479341766,1.4709147201935366,-0.036594985133565676,1.4709147201935366,0.9958259790842524,,-0.024113021957209504,-1.5885904083748805,-0.5632337261765717,-0.13583716476492763,-0.6191757771318114,-0.1245437936765025,-1.5612351195310454,0.8916371994033649,-1.117861556171797,1.3178428964217705,0.5625084245887438,-2.5488411834630975,-1.1980515226283923,0.6977231565252748,,0.10631366005179135,-0.25660363061406005,-0.7023833523164648,,0.06497418479067997,1.0119564030162882,1.3211162976065236,1.3211162976065236,-1.517908753955466,-1.5287734658397416,1.021839445789825,1.3211162976065236,-0.9324869220900673,-1.6282868609856231,1.2094365547713737,0.6459503818541031,-1.53865552095995,-1.0736815575541183,1.4783369391571572,0.6317046602516386,,1.3139544742851492,-1.2520969211761308,1.3139544742851492,-1.815452961361447,,-0.6480753295186109,-0.792341578384023,-2.3105003394253583,-2.3105003394253583,0.6499730240142876,0.08182547479341766,0.6499730240142876,-0.7706620203907758,1.175220871290315,-1.4625365170993376,-0.10798924150676271,-0.5468054308957017,-0.16239860994099026,,,-0.6649720360580924,-0.4069765385698504,-0.24577468538907773,,,,,,,,,,-2.3105003394253583
foi5[prefer_not_to_say],1.1627814067817703,-1.9731813817520565,-1.147063714494967,-0.7735940712488935,-0.300856431286223,-0.19046389761311355,-0.5335658703531032,0.04589058191659635,0.1987113851545182,0.5545748923608871,0.4014097203012621,,,,0.9958259790842524,-1.2715588787656507,0.591731288051763,-1.589884981942627,0.9958259790842524,-1.0547505471901026,0.9958259790842524,3.9170511849635004,,-0.2132650466128353,-1.2264397556129711,0.5249956425566088,-0.6732059268094086,-0.24641099122849897,-0.7162933482368514,0.014773618230667114,-1.0487272298838983,-0.2923751225482062,0.033186360516761694,,-1.8184607927536558,-1.1980515226283923,-0.773540285254909,,-0.19919935929530902,-0.14087048793766965,0.7699492674871795,,-0.458383171347054,1.0119564030162882,1.3211162976065236,1.3211162976065236,-1.517908753955466,-1.5287734658397416,-1.3767240131346345,1.3211162976065236,1.4690760074625273,-1.6282868609856231,-0.9742956785256673,-1.1631049515806438,-1.53865552095995,-1.0736815575541183,-0.6721401786948499,-0.6302037823165425,,1.3139544742851492,1.8665834038544138,1.3139544742851492,,,0.37208619277083055,0.1556274332333995,-2.090039260218511,-2.090039260218511,-0.2657684974242809,-1.589884981942627,-0.2657684974242809,-0.31337670909206083,0.591731288051763,-1.4625365170993376,-0.10798924150676271,,,,,-0.6649720360580924,,,,,,-0.10802513435881128,0.35871436965762943,,,,,0.74690361714178
foi5other,-0.2408935237290463,-2.6760645025541367,-1.075091761360865,-0.6680080284688773,0.6666698152216075,-2.4586330159600953,-0.37271467450022266,-0.42920875103142914,-1.6051843495528517,-3.2131215032078475,,,,,,-1.408221418142049,,-1.40822141814205,,,,,-7.570841420900281,1.016664368908702,-0.6847434141307929,1.1393202847566186,-0.5156134644224707,-0.7605348375445693,-0.6581792181347567,-0.44464973979035377,-0.9379343460116235,-0.44464973979035377,0.998142759373202,,-1.119216528754613,-0.6289129024716064,0.2442405324986478,-1.0496968633470647,0.6960159312879266,0.5275572603996912,1.0327672528001652,,-0.7605348375445693,,,,,,-0.6847434141307929,,0.2442405324986478,-0.6847434141307929,-1.119216528754613,,-0.6847434141307929,-1.119216528754613,0.1311619202724314,0.23984685070903286,,-0.6847434141307929,,,,,-0.10304946336221424,0.3857685766406392,1.2328447096712316,1.1539836210668408,-1.40822141814205,0.9889861212873658,,0.9889861212873664,,-0.35168377668271367,-0.7490721755358276,-0.3866848094755799,-1.1262796293866808,-0.6755912696774327,1.0327672528001652,0.27543674937425183,-0.22020531566077686,0.12370549055031203,-0.04074049523674993,0.09115505234640758,0.10557462845154504,-1.1594207986952445,0.12370549055031203,-0.1483766192519446,-0.4103195732188205,1.0822503970190276,0.7939901236638238,0.7204778292823713
protectops1[sectraining],-0.14749175449356766,-1.1564961199795762,-0.7106415969382545,-0.6013495189230866,-0.4805019111024078,-0.29472875417335864,0.008352468007708627,-0.6086194739207114,0.5548011474083971,-0.38420099815475633,1.9493640724946246,-0.4982511151852974,-0.4512251936800203,0.5728299309512682,2.069608936356583,-0.6306220325382681,-0.8820466727318053,-0.36796459610355386,-0.8820466727318053,1.3963840238479341,-0.024113021957209504,-0.2132650466128353,1.016664368908702,7.937050731193336,2.6754293766350465,0.9225571313601775,2.3373736560812604,1.169444799359763,1.1817796331654402,2.205230147778866,1.5773177149031314,2.6656165162719323,1.9766430203819,1.0327672528001652,-0.9035867511861286,-0.2994025248339276,1.8380877291399802,1.2769437308285063,0.7297148383315053,0.12816483064925796,0.7870963648849214,,0.5579690286830851,-0.17399879358239126,1.4399145278637027,1.4399145278637027,0.21050769889752277,0.2063511364631235,0.252142719434841,1.4399145278637027,0.5743948628385612,0.4616932753395248,0.2509248147726353,1.2030342961348914,0.022587357149287616,1.3793780167588592,1.8327374596386434,0.7873568831013296,1.044408794872596,-0.8399382868550905,0.0010072489762815297,-0.8399382868550905,-1.0524075323318776,,-1.3655763032974564,1.765494411393267,0.5390087546686395,1.1082411128305778,0.14217284883689693,-0.0571748387226489,1.082022995474859,1.6569244370345306,-0.2132650466128353,0.9774516907188279,-0.8184716823129032,-0.25289116297795605,1.1870960245516438,-1.1192061885739581,-0.20269226177596283,-0.9495897032519234,0.7046697098292979,0.7140593095379426,0.09286986218140213,0.2902667015157393,-0.6488828986702092,-1.3930780341380882,-0.4905244135596263,-0.47992065427187836,-0.05504469671507647,-0.24607822851122332,1.1411306246129551,0.5087369321689998
protectops1[e2e],0.06840719868870397,-2.07483212442692,1.3236575242043687,-1.5928281454021844,-0.5311663459809556,-0.7211802394786156,-0.9805553034180512,-1.2377926946424789,-1.0261232208476887,-0.48909129634076304,1.4734131781873896,,,,-1.5885904083748805,-0.13278698474781955,-1.5885904083748805,-0.07625106465304973,-1.5885904083748805,1.1359934160719698,-1.5885904083748805,-1.2264397556129711,-0.6847434141307929,2.6754293766350465,4.1079657464301365,,1.7129984339904507,1.2548419435052984,0.7775812873732942,1.990161477863351,1.4984502986781232,2.523704292911823,1.2077625572311899,,0.6964716620773456,-0.08540729818344567,1.6277906581812753,-1.912518129353256,1.0452009324303888,0.7046765392431286,-0.5053594641308404,,-0.13006139039871706,-1.181424701405505,1.8665834038544094,1.8665834038544094,0.33211917477018027,0.3451799734363238,0.6956875917240805,1.8665834038544094,0.19778580967433612,0.6184226663756808,0.5115913170620074,0.7774102707410238,0.6437251868716369,0.952859984946202,1.050368957227448,0.8240340963446602,,-1.517908753955466,-1.6594092412612043,-1.517908753955466,-2.3228275195949966,,-0.5854762399802278,0.4289857657790505,1.0460103911643317,-0.21870820724050372,0.42486065905465703,0.8993408634831852,0.7337025392562847,1.181227192018374,-1.2264397556129711,0.058209588516216784,-0.13202864776170836,-0.22580319882466704,-0.016045941856678174,-0.8448152063586198,-0.6128880087922327,-0.7417352658565468,-1.1117760790178228,-0.2776565504082731,0.9284770824445068,-0.6298685696670109,-0.9619276539218238,-0.3686725451735219,-0.8268982268842132,-0.35481216492238876,-0.4170205816237811,-0.5392437976867122,-0.03405887797963399,0.012228442083119257
protectops2,2.927393865304803,0.7492312861097227,-1.65544505182662,1.1195512753509242,-0.8814273756175593,-1.613542029065488,-0.09810516154298231,1.2150863084468206,-0.8688483614546888,-0.07202779362790962,1.2019644933169196,0.5003556295862573,-0.8575856188359416,0.0013624970607742414,-0.5632337261765717,-0.027395353285476896,-0.29034861605495527,-0.5769096148207844,-0.5632337261765717,-0.19729271007054805,-0.5632337261765717,0.5249956425566088,1.1393202847566186,0.9225571313601775,,8.285352110898069,-0.08710790941770896,0.5407067338512629,0.9379334439232904,0.07652011936602571,-0.35747910633242913,1.0522337427123902,0.7501715523943335,1.0327672528001652,-1.2879673879695916,-0.5714607128742846,-1.5066635428768183,-0.9056314179349075,0.5426000274897573,1.096073271945862,-1.0202450441995254,,-0.4782385966118412,1.1736844006333693,,,-0.8396897351882658,-0.8447561673912528,-0.3793506670206168,,0.5259778003551241,0.392874463902705,-0.03636248883336579,1.270771451051862,1.2288254656312096,-1.2963772387206038,-1.265408800522918,0.5658341894928648,0.998142759373202,-0.470936195085822,1.407723181930991,-0.470936195085822,1.2633101554165314,-inf,0.7443419829519561,1.249564334857003,0.555404741627241,-0.891140998671673,-0.9254788582810022,-0.02739535328547745,-0.735661891779043,-0.4125576256396894,0.5249956425566088,-1.2621219920360984,0.031898929045460926,0.5593941206157615,-0.4916049525923598,-0.321551496698597,0.2501811701555628,1.9061871851278478,-0.6312231218322892,-0.22254564204366162,1.043548205988883,-0.6409658452559367,0.630348640372204,1.7819800084722244,-0.10719874162885117,0.41778373391859347,-0.759287635964302,0.19048275880758456,-0.3377911597550082,1.5409295376586465
protectops3[encrypted_email],1.0089704758189069,-0.6389629984892851,-0.1948518684768949,0.6769608241893348,-0.3772657048029809,0.21484397435359087,-0.5587643858333504,-0.793913075817217,-0.17400048091619477,0.7916425490881482,0.5731495593567727,0.6930747802006878,0.26980448914900146,0.7741433216933072,-0.13583716476492763,0.8560735641384477,-0.13583716476492763,-0.12880020315346127,-0.13583716476492763,0.03339617562274361,-0.13583716476492763,-0.6732059268094086,-0.5156134644224707,2.3373736560812604,1.7129984339904507,-0.08710790941770896,9.942054039886589,2.8622097592314057,3.8773646080118636,3.2473062500267047,4.010264053095276,3.012560163729259,1.7250698426962257,0.5625084245887438,-0.2180383129910123,1.1735518902250741,1.3412078953916633,-1.6125070805324202,0.8141922880585468,2.305656441183352,-1.3590409678094315,,-0.3362282327367671,-0.2805058559230295,0.7571716878954898,0.7571716878954898,-0.5304389347543231,-0.4937821402502764,0.1837674848419448,0.7571716878954898,1.1886083013973576,0.1415656021505585,-0.07463652924911991,-0.35600321988373784,0.5833951035037522,0.7057719817625392,1.411458484231967,0.5812826842080917,1.044408794872596,-0.027418846600541596,-0.7763635491898578,-1.2623572564859946,-1.043326678831753,,0.3183808511246988,1.0419457201925502,-0.3838521684612101,-1.7422557921017123,0.9169493481254987,1.0596457200578557,0.5144353897261629,0.352917292320622,-0.6732059268094086,0.48380286998476973,-0.72563307600399,1.6661227848010427,-0.7656600709383364,-1.0251443937033642,-0.47765824562470316,-1.3403290602226885,0.6603459517168176,0.01945931385817256,0.13526593924274213,-0.21705742366216596,-0.347382072521865,-0.22685605789603608,0.5850725387346261,-0.10881694650538046,-0.7811184467926507,1.478838059737644,-0.8149688419094968,0.5456980606192249
